  0.333E+01 -0.654E+01  0.155E+01
  0.333E+01 -0.617E+01  0.155E+01
  0.333E+01 -0.581E+01  0.155E+01
  0.333E+01 -0.545E+01  0.155E+01
  0.333E+01 -0.508E+01  0.155E+01
  0.333E+01 -0.472E+01  0.155E+01
  0.333E+01 -0.435E+01  0.155E+01
  0.333E+01 -0.399E+01  0.155E+01
  0.333E+01 -0.363E+01  0.155E+01
  0.333E+01 -0.326E+01  0.155E+01
  0.333E+01 -0.290E+01  0.155E+01
  0.359E+01 -0.654E+01  0.248E+01
  0.359E+01 -0.617E+01  0.248E+01
  0.359E+01 -0.581E+01  0.248E+01
  0.359E+01 -0.545E+01  0.248E+01
  0.359E+01 -0.508E+01  0.248E+01
  0.359E+01 -0.472E+01  0.248E+01
  0.359E+01 -0.435E+01  0.248E+01
  0.359E+01 -0.399E+01  0.248E+01
  0.359E+01 -0.363E+01  0.248E+01
  0.359E+01 -0.326E+01  0.248E+01
  0.359E+01 -0.290E+01  0.248E+01
  0.386E+01 -0.654E+01  0.340E+01
  0.386E+01 -0.617E+01  0.340E+01
  0.386E+01 -0.581E+01  0.340E+01
  0.386E+01 -0.545E+01  0.340E+01
  0.386E+01 -0.508E+01  0.340E+01
  0.386E+01 -0.472E+01  0.340E+01
  0.386E+01 -0.435E+01  0.340E+01
  0.386E+01 -0.399E+01  0.340E+01
  0.386E+01 -0.363E+01  0.340E+01
  0.386E+01 -0.326E+01  0.340E+01
  0.386E+01 -0.290E+01  0.340E+01
  0.412E+01 -0.654E+01  0.408E+01
  0.412E+01 -0.617E+01  0.408E+01
  0.412E+01 -0.581E+01  0.408E+01
  0.412E+01 -0.545E+01  0.408E+01
  0.412E+01 -0.508E+01  0.408E+01
  0.412E+01 -0.472E+01  0.408E+01
  0.412E+01 -0.435E+01  0.408E+01
  0.412E+01 -0.399E+01  0.408E+01
  0.412E+01 -0.363E+01  0.408E+01
  0.412E+01 -0.326E+01  0.408E+01
  0.412E+01 -0.290E+01  0.408E+01
  0.438E+01 -0.654E+01  0.476E+01
  0.438E+01 -0.617E+01  0.476E+01
  0.438E+01 -0.581E+01  0.476E+01
  0.438E+01 -0.545E+01  0.476E+01
  0.438E+01 -0.508E+01  0.476E+01
  0.438E+01 -0.472E+01  0.476E+01
  0.438E+01 -0.435E+01  0.476E+01
  0.438E+01 -0.399E+01  0.476E+01
  0.438E+01 -0.363E+01  0.476E+01
  0.438E+01 -0.326E+01  0.476E+01
  0.438E+01 -0.290E+01  0.476E+01
  0.464E+01 -0.654E+01  0.548E+01
  0.464E+01 -0.617E+01  0.548E+01
  0.464E+01 -0.581E+01  0.548E+01
  0.464E+01 -0.545E+01  0.548E+01
  0.464E+01 -0.508E+01  0.548E+01
  0.464E+01 -0.472E+01  0.548E+01
  0.464E+01 -0.435E+01  0.548E+01
  0.464E+01 -0.399E+01  0.548E+01
  0.464E+01 -0.363E+01  0.548E+01
  0.464E+01 -0.326E+01  0.548E+01
  0.464E+01 -0.290E+01  0.548E+01
  0.490E+01 -0.654E+01  0.625E+01
  0.490E+01 -0.617E+01  0.625E+01
  0.490E+01 -0.581E+01  0.625E+01
  0.490E+01 -0.545E+01  0.625E+01
  0.490E+01 -0.508E+01  0.625E+01
  0.490E+01 -0.472E+01  0.625E+01
  0.490E+01 -0.435E+01  0.625E+01
  0.490E+01 -0.399E+01  0.625E+01
  0.490E+01 -0.363E+01  0.625E+01
  0.490E+01 -0.326E+01  0.625E+01
  0.490E+01 -0.290E+01  0.625E+01
  0.517E+01 -0.654E+01  0.699E+01
  0.517E+01 -0.617E+01  0.699E+01
  0.517E+01 -0.581E+01  0.699E+01
  0.517E+01 -0.545E+01  0.699E+01
  0.517E+01 -0.508E+01  0.699E+01
  0.517E+01 -0.472E+01  0.699E+01
  0.517E+01 -0.435E+01  0.699E+01
  0.517E+01 -0.399E+01  0.699E+01
  0.517E+01 -0.363E+01  0.699E+01
  0.517E+01 -0.326E+01  0.699E+01
  0.517E+01 -0.290E+01  0.699E+01
  0.543E+01 -0.654E+01  0.775E+01
  0.543E+01 -0.617E+01  0.775E+01
  0.543E+01 -0.581E+01  0.775E+01
  0.543E+01 -0.545E+01  0.775E+01
  0.543E+01 -0.508E+01  0.775E+01
  0.543E+01 -0.472E+01  0.775E+01
  0.543E+01 -0.435E+01  0.775E+01
  0.543E+01 -0.399E+01  0.775E+01
  0.543E+01 -0.363E+01  0.775E+01
  0.543E+01 -0.326E+01  0.775E+01
  0.543E+01 -0.290E+01  0.775E+01
  0.569E+01 -0.654E+01  0.898E+01
  0.569E+01 -0.617E+01  0.898E+01
  0.569E+01 -0.581E+01  0.898E+01
  0.569E+01 -0.545E+01  0.898E+01
  0.569E+01 -0.508E+01  0.898E+01
  0.569E+01 -0.472E+01  0.898E+01
  0.569E+01 -0.435E+01  0.898E+01
  0.569E+01 -0.399E+01  0.898E+01
  0.569E+01 -0.363E+01  0.898E+01
  0.569E+01 -0.326E+01  0.898E+01
  0.569E+01 -0.290E+01  0.898E+01
