time	V(vpwrout)	I(Pwrout)
Step Information: Lmatch=1n  (Run: 1/25)
1.074014548141977e-06	1.841761e+00	1.841761e-05
1.079479766457489e-06	1.841618e+00	1.841617e-05
1.085314459516142e-06	1.841465e+00	1.841465e-05
1.091446087824886e-06	1.841307e+00	1.841307e-05
1.098121114026987e-06	1.841136e+00	1.841136e-05
1.105512351779849e-06	1.840951e+00	1.840950e-05
1.114126370843722e-06	1.840738e+00	1.840738e-05
1.123891995843722e-06	1.840498e+00	1.840498e-05
1.129771702262370e-06	1.840352e+00	1.840370e-05
1.129790775748698e-06	1.840352e+00	1.840375e-05
1.129828922721354e-06	1.840350e+00	1.840387e-05
1.129853645345171e-06	1.840349e+00	1.840387e-05
1.129888316831623e-06	1.840348e+00	1.840387e-05
1.129923811937063e-06	1.840346e+00	1.840377e-05
1.129971631826408e-06	1.840344e+00	1.840354e-05
1.130043520587884e-06	1.840341e+00	1.840335e-05
1.130146883864641e-06	1.840336e+00	1.840324e-05
1.130324516468414e-06	1.840328e+00	1.840315e-05
1.130617199231516e-06	1.840314e+00	1.840305e-05
1.133696011651958e-06	1.840170e+00	1.840170e-05
1.140853854497767e-06	1.839858e+00	1.839857e-05
1.149606026663893e-06	1.839512e+00	1.839512e-05
1.159371651663893e-06	1.839168e+00	1.839168e-05
1.169137276663893e-06	1.838873e+00	1.838873e-05
1.178902901663893e-06	1.838629e+00	1.838629e-05
1.188668526663893e-06	1.838436e+00	1.838436e-05
1.198434151663893e-06	1.838296e+00	1.838296e-05
1.208199776663893e-06	1.838201e+00	1.838202e-05
1.213682011833373e-06	1.838169e+00	1.838170e-05
1.216995366485877e-06	1.838159e+00	1.838159e-05
1.218659661014340e-06	1.838157e+00	1.838156e-05
1.219700614959062e-06	1.838156e+00	1.838153e-05
1.220072491144996e-06	1.838156e+00	1.838152e-05
1.220474233214719e-06	1.838156e+00	1.838151e-05
1.220769930147853e-06	1.838156e+00	1.838155e-05
1.221001610021849e-06	1.838156e+00	1.838160e-05
1.221239373764812e-06	1.838156e+00	1.838160e-05
1.221589290927126e-06	1.838156e+00	1.838154e-05
1.223663227892252e-06	1.838157e+00	1.838153e-05
1.226517083925734e-06	1.838161e+00	1.838160e-05
1.229393226828877e-06	1.838168e+00	1.838169e-05
1.235145512635163e-06	1.838189e+00	1.838189e-05
1.244911137635163e-06	1.838241e+00	1.838241e-05
1.254676762635163e-06	1.838314e+00	1.838314e-05
1.264442387635163e-06	1.838410e+00	1.838409e-05
1.274208012635163e-06	1.838526e+00	1.838526e-05
1.283973637635163e-06	1.838663e+00	1.838663e-05
1.293739262635163e-06	1.838820e+00	1.838820e-05
1.303504887635163e-06	1.838995e+00	1.838995e-05
1.313270512635163e-06	1.839188e+00	1.839188e-05
1.323036137635163e-06	1.839398e+00	1.839398e-05
1.332801762635163e-06	1.839622e+00	1.839622e-05
1.342567387635163e-06	1.839858e+00	1.839858e-05
1.352333012635163e-06	1.840101e+00	1.840102e-05
1.362098637635163e-06	1.840350e+00	1.840350e-05
1.371864262635163e-06	1.840601e+00	1.840601e-05
1.381629887635163e-06	1.840853e+00	1.840853e-05
1.391395512635163e-06	1.841105e+00	1.841105e-05
1.401161137635163e-06	1.841355e+00	1.841355e-05
1.410926762635163e-06	1.841601e+00	1.841601e-05
1.420692387635163e-06	1.841843e+00	1.841843e-05
1.430458012635163e-06	1.842077e+00	1.842077e-05
1.440223637635163e-06	1.842304e+00	1.842304e-05
1.449989262635163e-06	1.842521e+00	1.842521e-05
1.459754887635163e-06	1.842726e+00	1.842727e-05
1.469520512635163e-06	1.842920e+00	1.842920e-05
1.479286137635164e-06	1.843101e+00	1.843101e-05
1.489051762635164e-06	1.843268e+00	1.843268e-05
1.498817387635164e-06	1.843421e+00	1.843420e-05
1.508583012635164e-06	1.843557e+00	1.843556e-05
1.518348637635164e-06	1.843675e+00	1.843675e-05
1.528114262635164e-06	1.843774e+00	1.843773e-05
1.537879887635164e-06	1.843850e+00	1.843850e-05
1.547645512635164e-06	1.843903e+00	1.843903e-05
1.557411137635164e-06	1.843929e+00	1.843929e-05
1.567176762635164e-06	1.843928e+00	1.843928e-05
1.576942387635164e-06	1.843899e+00	1.843899e-05
1.586708012635164e-06	1.843842e+00	1.843842e-05
1.596473637635164e-06	1.843761e+00	1.843762e-05
1.601390254910574e-06	1.843713e+00	1.843121e-05
1.601392293478695e-06	1.843713e+00	1.842923e-05
1.601396370614937e-06	1.843713e+00	1.842903e-05
1.601405471583077e-06	1.843713e+00	1.843953e-05
1.601414731352621e-06	1.843712e+00	1.843832e-05
1.601425803711608e-06	1.843712e+00	1.843832e-05
1.601445331106911e-06	1.843712e+00	1.843795e-05
1.601474247588915e-06	1.843712e+00	1.843739e-05
1.601519299928026e-06	1.843711e+00	1.843722e-05
1.601592721264630e-06	1.843710e+00	1.843707e-05
1.602225927570971e-06	1.843703e+00	1.843701e-05
1.606945161384970e-06	1.843645e+00	1.843646e-05
1.612338571458112e-06	1.843573e+00	1.843573e-05
1.622104196458112e-06	1.843431e+00	1.843430e-05
1.631869821458112e-06	1.843275e+00	1.843275e-05
1.641635446458112e-06	1.843106e+00	1.843106e-05
1.651401071458112e-06	1.842925e+00	1.842926e-05
1.661166696458112e-06	1.842734e+00	1.842734e-05
1.670932321458112e-06	1.842533e+00	1.842534e-05
1.680697946458112e-06	1.842325e+00	1.842326e-05
1.690463571458113e-06	1.842111e+00	1.842111e-05
1.700229196458113e-06	1.841891e+00	1.841891e-05
1.709994821458113e-06	1.841669e+00	1.841669e-05
1.719760446458113e-06	1.841444e+00	1.841445e-05
1.729526071458113e-06	1.841219e+00	1.841219e-05
1.736638442060722e-06	1.841054e+00	1.841060e-05
1.737030445721276e-06	1.841045e+00	1.841053e-05
1.738598460363489e-06	1.841008e+00	1.841013e-05
1.740689146553108e-06	1.840959e+00	1.840960e-05
1.744870518932345e-06	1.840860e+00	1.840861e-05
1.750371380931715e-06	1.840728e+00	1.840728e-05
1.755982360842439e-06	1.840592e+00	1.840592e-05
1.761909681945991e-06	1.840449e+00	1.840449e-05
1.767715679734261e-06	1.840309e+00	1.840310e-05
1.774168875720134e-06	1.840156e+00	1.840156e-05
1.781091215334011e-06	1.839993e+00	1.839993e-05
1.789219994599444e-06	1.839806e+00	1.839806e-05
1.798579655080634e-06	1.839598e+00	1.839598e-05
1.808345280080634e-06	1.839390e+00	1.839390e-05
1.818110905080634e-06	1.839193e+00	1.839193e-05
1.827876530080634e-06	1.839009e+00	1.839009e-05
1.837642155080634e-06	1.838840e+00	1.838840e-05
1.847407780080634e-06	1.838690e+00	1.838690e-05
1.857173405080634e-06	1.838558e+00	1.838558e-05
1.866939030080634e-06	1.838446e+00	1.838446e-05
1.876704655080634e-06	1.838355e+00	1.838354e-05
1.886470280080634e-06	1.838283e+00	1.838283e-05
1.896235905080634e-06	1.838231e+00	1.838231e-05
1.906001530080634e-06	1.838197e+00	1.838197e-05
1.910226421522467e-06	1.838188e+00	1.838188e-05
1.913279465695260e-06	1.838185e+00	1.838185e-05
1.916148378087963e-06	1.838184e+00	1.838184e-05
