time	V(vpwrout)	V(vpztin)	I(Pwrout)	I(Pztin)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.906249984391395e-014	9.520737e-016	3.257412e-009	9.317362e-021	8.449521e-015
7.812499968782791e-014	1.913196e-015	8.686431e-009	1.905824e-020	1.957415e-014
1.562499993756558e-013	3.844728e-015	2.866522e-008	3.882234e-020	5.351261e-014
5.626953155009061e-012	1.389531e-013	3.471498e-005	1.389808e-018	-4.757628e-010
1.109765631064247e-011	2.743420e-013	1.194332e-004	2.743663e-018	1.522328e-010
1.656835946627587e-011	4.100114e-013	2.541834e-004	4.100388e-018	1.884040e-009
2.203906262190928e-011	5.459615e-013	4.389655e-004	5.459983e-018	4.719660e-009
2.750976577754268e-011	6.821921e-013	6.737796e-004	6.822447e-018	8.659091e-009
3.298046893317609e-011	8.187033e-013	9.586255e-004	8.187782e-018	1.370233e-008
3.845117208880948e-011	9.554950e-013	1.293503e-003	9.555986e-018	1.984939e-008
4.790729732028490e-011	1.194768e-012	2.007202e-003	1.194787e-017	3.768205e-008
5.963105980375861e-011	1.497191e-012	3.110409e-003	1.497197e-017	7.174534e-008
7.439923501146361e-011	1.892077e-012	4.842186e-003	1.892119e-017	1.379016e-007
9.270043120444430e-011	2.414776e-012	7.517369e-003	2.414832e-017	2.645769e-007
1.156143655713823e-010	3.149763e-012	1.169300e-002	3.149798e-017	5.098879e-007
1.440680960845993e-010	4.255844e-012	1.815679e-002	4.255858e-017	9.815011e-007
1.796306519218318e-010	6.105205e-012	2.822737e-002	6.105217e-017	1.894565e-006
2.238596177842202e-010	9.528559e-012	4.383978e-002	9.528532e-017	3.654718e-006
2.790785994476467e-010	1.651367e-011	6.813675e-002	1.651359e-016	7.062149e-006
3.478163988716020e-010	3.173867e-011	1.058382e-001	3.173850e-016	1.364186e-005
4.335805988796073e-010	6.649525e-011	1.644754e-001	6.649609e-016	2.637965e-005
5.404053200699446e-010	1.432276e-010	2.542143e-001	1.432301e-015	5.017809e-005
6.450553911672246e-010	2.694327e-010	3.599675e-001	2.694340e-015	8.364615e-005
7.468176518916942e-010	4.625105e-010	4.806923e-001	4.625109e-015	1.281429e-004
8.449750026153312e-010	7.561791e-010	6.162556e-001	7.561840e-015	1.862716e-004
9.960443889277333e-010	1.451011e-009	8.571382e-001	1.451017e-014	3.053510e-004
1.144362488669976e-009	2.525729e-009	1.131460e+000	2.525722e-014	4.628907e-004
1.343323343174351e-009	4.788570e-009	1.559420e+000	4.788560e-014	7.480043e-004
1.549868153301838e-009	8.498222e-009	2.075707e+000	8.498249e-014	1.147720e-003
1.811184044456129e-009	1.587315e-008	2.835128e+000	1.587327e-013	1.829671e-003
2.094495131649519e-009	2.847471e-008	3.791557e+000	2.847492e-013	2.826431e-003
2.440983034092089e-009	5.269102e-008	5.150650e+000	5.269159e-013	4.467902e-003
2.826626273450815e-009	9.512061e-008	6.907287e+000	9.512274e-013	6.926702e-003
3.288334784945589e-009	1.749422e-007	9.349720e+000	1.749455e-012	1.088366e-002
3.809865804120813e-009	3.168818e-007	1.255270e+001	3.168830e-012	1.688782e-002
4.427692112966251e-009	5.657625e-007	1.688893e+001	5.657610e-012	2.610666e-002
4.872084303611339e-009	8.129027e-007	2.037659e+001	8.129010e-012	3.433266e-002
5.222667546060790e-009	1.069867e-006	2.340548e+001	1.069867e-011	4.214372e-002
5.654348550195574e-009	1.453610e-006	2.739174e+001	1.453615e-011	5.307571e-002
5.813523236312025e-009	1.619903e-006	2.893491e+001	1.619910e-011	5.750422e-002
5.945033148113169e-009	1.780234e-006	3.025976e+001	1.780242e-011	6.144757e-002
6.106347504221399e-009	2.001358e-006	3.192651e+001	2.001365e-011	6.654006e-002
6.255565629188323e-009	2.226317e-006	3.350713e+001	2.226325e-011	7.150061e-002
6.420040555342388e-009	2.494749e-006	3.529399e+001	2.494746e-011	7.726444e-002
6.576820366021515e-009	2.772876e-006	3.704652e+001	2.772865e-011	8.309663e-002
6.838367136874082e-009	3.297678e-006	4.009343e+001	3.297677e-011	9.370876e-002
7.352805039955343e-009	4.561324e-006	4.649320e+001	4.561329e-011	1.176912e-001
8.261197018434845e-009	7.461876e-006	5.881191e+001	7.461876e-011	1.683611e-001
9.185917035123618e-009	1.145069e-005	7.267425e+001	1.145069e-010	2.316757e-001
1.016713968103078e-008	1.700402e-005	8.882861e+001	1.700400e-010	3.126546e-001
1.078137240292675e-008	2.145503e-005	9.982327e+001	2.145500e-010	3.725679e-001
1.160567217145946e-008	2.893409e-005	1.157404e+002	2.893406e-010	4.660940e-001
1.247009763187970e-008	3.862553e-005	1.336396e+002	3.862552e-010	5.789661e-001
1.342113270269817e-008	5.198805e-005	1.548591e+002	5.198804e-010	7.232296e-001
1.452457071491830e-008	7.136287e-005	1.813694e+002	7.136284e-010	9.173530e-001
1.560257335618738e-008	9.553137e-005	2.094272e+002	9.553132e-010	1.140233e+000
1.714718706278823e-008	1.432548e-004	2.539349e+002	1.432547e-009	1.533622e+000
1.994476939934756e-008	2.664685e-004	3.443125e+002	2.664685e-009	2.432918e+000
2.271816615461900e-008	4.386318e-004	4.447838e+002	4.386318e-009	3.554523e+000
2.483784544311770e-008	6.149182e-004	5.297364e+002	6.149182e-009	4.600633e+000
2.625239116331825e-008	7.619697e-004	5.909281e+002	7.619698e-009	5.412861e+000
2.750156054479502e-008	9.154194e-004	6.480792e+002	9.154198e-009	6.215356e+000
2.866840315734322e-008	1.081411e-003	7.040861e+002	1.081412e-008	7.041679e+000
3.023134567882088e-008	1.336834e-003	7.825770e+002	1.336834e-008	8.255184e+000
3.160703897509676e-008	1.596345e-003	8.549435e+002	1.596344e-008	9.429410e+000
3.327842625265322e-008	1.960372e-003	9.470706e+002	1.960371e-008	1.099835e+001
3.479886193030314e-008	2.341168e-003	1.034736e+003	2.341167e-008	1.256301e+001
3.645604055504916e-008	2.816237e-003	1.134550e+003	2.816237e-008	1.442696e+001
3.795760999759021e-008	3.316473e-003	1.229384e+003	3.316475e-008	1.628875e+001
4.056895125891150e-008	4.342962e-003	1.403138e+003	4.342965e-008	1.989192e+001
4.330939005199231e-008	5.643701e-003	1.596492e+003	5.643702e-008	2.415672e+001
4.670937226387975e-008	7.628815e-003	1.852456e+003	7.628813e-008	3.019302e+001
5.020892433587397e-008	1.015508e-002	2.133830e+003	1.015508e-007	3.728876e+001
5.411517433587398e-008	1.363807e-002	2.469118e+003	1.363806e-007	4.631212e+001
5.802142433587398e-008	1.789774e-002	2.825749e+003	1.789773e-007	5.650250e+001
6.192767433587398e-008	2.305076e-002	3.203639e+003	2.305077e-007	6.790639e+001
6.583392433587398e-008	2.919793e-002	3.602079e+003	2.919793e-007	8.052981e+001
6.974017433587399e-008	3.644038e-002	4.020336e+003	3.644038e-007	9.437134e+001
7.364642433587399e-008	4.487912e-002	4.457655e+003	4.487912e-007	1.094252e+002
7.755267433587399e-008	5.461472e-002	4.913260e+003	5.461471e-007	1.256838e+002
8.145892433587399e-008	6.574714e-002	5.386355e+003	6.574713e-007	1.431391e+002
8.536517433587399e-008	7.837576e-002	5.876126e+003	7.837575e-007	1.617836e+002
8.927142433587400e-008	9.259934e-002	6.381736e+003	9.259934e-007	1.816106e+002
9.317767433587400e-008	1.085161e-001	6.902331e+003	1.085161e-006	2.026138e+002
9.708392433587400e-008	1.262237e-001	7.437037e+003	1.262237e-006	2.247869e+002
1.009901743358740e-007	1.458192e-001	7.984963e+003	1.458192e-006	2.481232e+002
1.048964243358740e-007	1.673992e-001	8.545196e+003	1.673992e-006	2.726151e+002
1.088026743358740e-007	1.910595e-001	9.116812e+003	1.910595e-006	2.982538e+002
1.127089243358740e-007	2.168950e-001	9.698865e+003	2.168951e-006	3.250290e+002
1.166151743358740e-007	2.449997e-001	1.029040e+004	2.449999e-006	3.529281e+002
1.205214243358740e-007	2.754667e-001	1.089044e+004	2.754668e-006	3.819366e+002
1.244276743358740e-007	3.083873e-001	1.149800e+004	3.083873e-006	4.120370e+002
1.283339243358740e-007	3.438517e-001	1.211210e+004	3.438516e-006	4.432097e+002
1.322401743358740e-007	3.819476e-001	1.272791e+004	3.819476e-006	4.754241e+002
1.361464243358740e-007	4.227590e-001	1.333154e+004	4.227589e-006	5.086126e+002
1.400526743358740e-007	4.663616e-001	1.390608e+004	4.663614e-006	5.426465e+002
1.439589243358739e-007	5.128181e-001	1.444223e+004	5.128181e-006	5.773448e+002
1.478651743358739e-007	5.621755e-001	1.493748e+004	5.621756e-006	6.125046e+002
1.556776743358739e-007	6.696948e-001	1.580179e+004	6.696949e-006	6.833762e+002
1.634901743358739e-007	7.889502e-001	1.649295e+004	7.889503e-006	7.535894e+002
1.713026743358739e-007	9.196949e-001	1.700669e+004	9.196952e-006	8.214761e+002
1.791151743358738e-007	1.061406e+000	1.734054e+004	1.061406e-005	8.853918e+002
1.869276743358738e-007	1.213292e+000	1.749373e+004	1.213293e-005	9.437333e+002
1.908339243358738e-007	1.292732e+000	1.750280e+004	1.292732e-005	9.703278e+002
1.947401743358738e-007	1.374299e+000	1.746721e+004	1.374299e-005	9.949543e+002
1.986464243358738e-007	1.457824e+000	1.738735e+004	1.457824e-005	1.017431e+003
2.064589243358738e-007	1.629988e+000	1.709685e+004	1.629989e-005	1.055238e+003
2.142714243358737e-007	1.807570e+000	1.663644e+004	1.807570e-005	1.082413e+003
2.220839243358737e-007	1.988698e+000	1.601282e+004	1.988699e-005	1.097730e+003
2.298964243358737e-007	2.171313e+000	1.523414e+004	2.171313e-005	1.100083e+003
2.377089243358737e-007	2.353177e+000	1.430995e+004	2.353177e-005	1.088503e+003
2.455214243358737e-007	2.531906e+000	1.325129e+004	2.531906e-005	1.062161e+003
2.533339243358737e-007	2.704991e+000	1.207020e+004	2.704991e-005	1.020387e+003
2.611464243358736e-007	2.869824e+000	1.077943e+004	2.869825e-005	9.626727e+002
2.689589243358736e-007	3.023727e+000	9.392555e+003	3.023727e-005	8.886783e+002
2.767714243358736e-007	3.163980e+000	7.923473e+003	3.163981e-005	7.982374e+002
2.806776743358736e-007	3.228133e+000	7.162472e+003	3.228133e-005	7.468458e+002
2.845839243358736e-007	3.287849e+000	6.386120e+003	3.287850e-005	6.913598e+002
2.884901743358736e-007	3.342790e+000	5.596168e+003	3.342790e-005	6.318081e+002
2.923964243358736e-007	3.392618e+000	4.794387e+003	3.392619e-005	5.682304e+002
2.963026743358735e-007	3.437003e+000	3.982557e+003	3.437005e-005	5.006776e+002
3.002089243358735e-007	3.475616e+000	3.162464e+003	3.475617e-005	4.292122e+002
3.041151743358735e-007	3.508135e+000	2.335902e+003	3.508135e-005	3.539078e+002
3.080214243358735e-007	3.534246e+000	1.504664e+003	3.534245e-005	2.748497e+002
3.119276743358735e-007	3.553640e+000	6.705402e+002	3.553639e-005	1.921350e+002
3.158339243358735e-007	3.566018e+000	-1.646863e+002	3.566018e-005	1.058733e+002
3.197401743358735e-007	3.572881e+000	-9.998277e+002	3.572874e-005	1.696202e+001
3.199551053742825e-007	3.573036e+000	-1.045743e+003	3.573028e-005	1.196836e+001
3.203849674511006e-007	3.573102e+000	-1.137518e+003	3.573116e-005	1.871740e+000
3.205027357237766e-007	3.573110e+000	-1.162657e+003	3.573104e-005	-8.988516e-001
3.205704805191969e-007	3.573110e+000	-1.177117e+003	3.573075e-005	-2.494567e+000
3.206144795926154e-007	3.573109e+000	-1.186507e+003	3.573089e-005	-3.531176e+000
3.206587884458931e-007	3.573108e+000	-1.195963e+003	3.573112e-005	-4.574900e+000
3.207474061524485e-007	3.573105e+000	-1.214873e+003	3.573108e-005	-6.660321e+000
3.209246415655594e-007	3.573095e+000	-1.252687e+003	3.573095e-005	-1.081419e+001
3.212791123917813e-007	3.573067e+000	-1.328304e+003	3.573092e-005	-1.907099e+001
3.213999688755083e-007	3.573056e+000	-1.354082e+003	3.573038e-005	-2.186519e+001
3.214417080107477e-007	3.573051e+000	-1.362984e+003	3.575782e-005	-2.282372e+001
3.216423369733540e-007	3.573025e+000	-1.405768e+003	3.573043e-005	-2.738233e+001
3.216601782888458e-007	3.573022e+000	-1.409573e+003	3.573087e-005	-2.778442e+001
3.216668618773381e-007	3.573021e+000	-1.410998e+003	3.574765e-005	-2.793486e+001
3.216671435033264e-007	3.573021e+000	-1.411058e+003	3.576279e-005	-2.794119e+001
3.216682462358170e-007	3.573021e+000	-1.411293e+003	3.567840e-005	-2.796600e+001
3.218966279787140e-007	3.572983e+000	-1.459980e+003	3.571228e-005	-3.306509e+001
3.221250097216110e-007	3.572939e+000	-1.508682e+003	3.573715e-005	-3.794071e+001
3.223533914645080e-007	3.572890e+000	-1.557399e+003	3.575302e-005	-4.259286e+001
3.225817732074051e-007	3.572835e+000	-1.606132e+003	3.575989e-005	-4.702155e+001
3.228101549503021e-007	3.572776e+000	-1.654881e+003	3.575775e-005	-5.122677e+001
3.230385366931992e-007	3.572711e+000	-1.703645e+003	3.574662e-005	-5.520852e+001
3.232669184360962e-007	3.572640e+000	-1.752424e+003	3.572648e-005	-5.896680e+001
3.245287167076113e-007	3.572232e+000	-2.022283e+003	3.572229e-005	-7.739959e+001
3.246548613228486e-007	3.572186e+000	-2.049322e+003	3.572183e-005	-7.882898e+001
3.249071505533231e-007	3.572089e+000	-2.103535e+003	3.572086e-005	-8.091234e+001
3.254117290142722e-007	3.571889e+000	-2.212331e+003	3.571888e-005	-8.356383e+001
3.264208859361703e-007	3.571482e+000	-2.431218e+003	3.571483e-005	-8.441559e+001
3.273384287144118e-007	3.571113e+000	-2.631552e+003	3.571120e-005	-8.124497e+001
3.274961953418640e-007	3.571050e+000	-2.666245e+003	3.571061e-005	-8.007359e+001
3.278117285967684e-007	3.570931e+000	-2.736094e+003	3.570947e-005	-7.675825e+001
3.284427951065772e-007	3.570708e+000	-2.876921e+003	3.570721e-005	-6.835091e+001
3.294959561561356e-007	3.570364e+000	-3.113802e+003	3.570528e-005	-5.165466e+001
3.295040085057846e-007	3.570361e+000	-3.115626e+003	3.570458e-005	-5.151104e+001
3.295201132050827e-007	3.570356e+000	-3.119290e+003	3.570137e-005	-5.120441e+001
3.295215909372233e-007	3.570355e+000	-3.119626e+003	3.573298e-005	-5.117623e+001
3.295235612467441e-007	3.570354e+000	-3.120074e+003	3.572579e-005	-5.113863e+001
3.297275515691799e-007	3.570268e+000	-3.166584e+003	3.571042e-005	-4.713727e+001
3.299315418916156e-007	3.570189e+000	-3.213255e+003	3.569890e-005	-4.305944e+001
3.301355322140514e-007	3.570117e+000	-3.260087e+003	3.569122e-005	-3.890514e+001
3.303395225364871e-007	3.570053e+000	-3.307080e+003	3.568739e-005	-3.467438e+001
3.305435128589229e-007	3.569996e+000	-3.354235e+003	3.568741e-005	-3.036715e+001
3.307475031813586e-007	3.569946e+000	-3.401550e+003	3.569127e-005	-2.598345e+001
3.309514935037944e-007	3.569904e+000	-3.449027e+003	3.569897e-005	-2.152328e+001
3.313104678245381e-007	3.569840e+000	-3.532810e+003	3.569820e-005	-1.367058e+001
3.315231243148862e-007	3.569816e+000	-3.582752e+003	3.569813e-005	-8.946241e+000
3.316005948199891e-007	3.569810e+000	-3.601002e+003	3.569809e-005	-7.217986e+000
3.316327317238707e-007	3.569808e+000	-3.608585e+003	3.569837e-005	-6.500162e+000
3.316487928728374e-007	3.569808e+000	-3.612376e+003	3.569900e-005	-6.141303e+000
3.316641263697854e-007	3.569807e+000	-3.615998e+003	3.569856e-005	-5.798659e+000
3.316807025919748e-007	3.569806e+000	-3.619914e+003	3.569759e-005	-5.428216e+000
3.317004038466536e-007	3.569805e+000	-3.624571e+003	3.569790e-005	-4.987905e+000
3.317398063560110e-007	3.569803e+000	-3.633889e+003	3.569831e-005	-4.107242e+000
3.317850144458091e-007	3.569802e+000	-3.644589e+003	3.569814e-005	-3.096909e+000
3.318754306254054e-007	3.569801e+000	-3.666010e+003	3.569797e-005	-1.076660e+000
3.319151353103358e-007	3.569800e+000	-3.675426e+003	3.569704e-005	-1.897829e-001
3.319342273576347e-007	3.569800e+000	-3.679956e+003	3.569608e-005	2.365288e-001
3.319454594756843e-007	3.569800e+000	-3.682623e+003	3.569573e-005	4.872761e-001
3.319569462978439e-007	3.569800e+000	-3.685350e+003	3.569606e-005	7.436564e-001
3.319782896114853e-007	3.569800e+000	-3.690420e+003	3.569697e-005	1.219873e+000
3.320209762387682e-007	3.569801e+000	-3.700567e+003	3.569799e-005	2.171750e+000
3.320792878965659e-007	3.569802e+000	-3.714440e+003	3.569843e-005	3.470625e+000
3.321652335915868e-007	3.569804e+000	-3.734922e+003	3.569806e-005	5.380219e+000
3.323371249816285e-007	3.569812e+000	-3.776006e+003	3.569781e-005	9.173341e+000
3.326809077617118e-007	3.569838e+000	-3.858573e+003	3.569843e-005	1.663372e+001
3.331702782160404e-007	3.569895e+000	-3.976980e+003	3.569903e-005	2.683907e+001
3.338693078490660e-007	3.570014e+000	-4.147846e+003	3.570020e-005	4.019960e+001
3.347843589529424e-007	3.570223e+000	-4.374343e+003	3.570225e-005	5.475862e+001
3.359506240872747e-007	3.570541e+000	-4.666110e+003	3.570546e-005	6.930445e+001
3.361251107555428e-007	3.570593e+000	-4.710134e+003	3.570599e-005	7.085726e+001
3.364740840920791e-007	3.570704e+000	-4.798759e+003	3.570710e-005	7.275263e+001
3.371720307651517e-007	3.570929e+000	-4.976793e+003	3.570933e-005	7.425880e+001
3.380769739610589e-007	3.571217e+000	-5.208820e+003	3.571221e-005	7.209489e+001
3.390077226949871e-007	3.571494e+000	-5.448590e+003	3.571496e-005	6.498386e+001
3.399266180179078e-007	3.571728e+000	-5.686102e+003	3.571728e-005	5.309829e+001
3.410843501392662e-007	3.571944e+000	-5.985854e+003	3.571943e-005	3.296225e+001
3.421903413772241e-007	3.572062e+000	-6.272306e+003	3.572058e-005	1.041684e+001
3.429432839222346e-007	3.572075e+000	-6.467234e+003	3.572072e-005	-6.037971e+000
3.437510370151622e-007	3.572017e+000	-6.676217e+003	3.572015e-005	-2.351567e+001
3.448039483597748e-007	3.571867e+000	-6.948531e+003	3.571872e-005	-4.501376e+001
3.452015213267728e-007	3.571790e+000	-7.051354e+003	3.571804e-005	-5.248181e+001
3.454051039813646e-007	3.571743e+000	-7.104015e+003	3.571822e-005	-5.601945e+001
3.454557953905967e-007	3.571730e+000	-7.117129e+003	3.571903e-005	-5.686513e+001
3.455613954150725e-007	3.571704e+000	-7.144452e+003	3.571807e-005	-5.857953e+001
3.456669954395484e-007	3.571677e+000	-7.171783e+003	3.571726e-005	-6.022606e+001
3.457725954640242e-007	3.571648e+000	-7.199122e+003	3.571660e-005	-6.180474e+001
3.458781954885001e-007	3.571619e+000	-7.226468e+003	3.571608e-005	-6.331556e+001
3.459837955129760e-007	3.571590e+000	-7.253823e+003	3.571571e-005	-6.475852e+001
3.460893955374519e-007	3.571559e+000	-7.281186e+003	3.571549e-005	-6.613362e+001
3.461949955619277e-007	3.571528e+000	-7.308557e+003	3.571542e-005	-6.744086e+001
3.467922076420348e-007	3.571347e+000	-7.463447e+003	3.571355e-005	-7.427542e+001
3.468329755622704e-007	3.571334e+000	-7.474030e+003	3.571339e-005	-7.468298e+001
3.469145114027415e-007	3.571308e+000	-7.495213e+003	3.571312e-005	-7.539507e+001
3.470775830836838e-007	3.571254e+000	-7.537610e+003	3.571273e-005	-7.667116e+001
3.474037264455683e-007	3.571144e+000	-7.622540e+003	3.571162e-005	-7.860316e+001
3.480560131693373e-007	3.570919e+000	-7.792720e+003	3.570921e-005	-8.106722e+001
3.482768919510232e-007	3.570842e+000	-7.850457e+003	3.570854e-005	-8.144725e+001
3.483677610309083e-007	3.570809e+000	-7.874245e+003	3.549719e-005	-8.146309e+001
3.483678338735173e-007	3.570809e+000	-7.874264e+003	3.623962e-005	-8.146306e+001
3.483680190706825e-007	3.570809e+000	-7.874313e+003	3.560384e-005	-8.146297e+001
3.483681952180553e-007	3.570809e+000	-7.874359e+003	3.574144e-005	-8.146289e+001
3.483700222531936e-007	3.570808e+000	-7.874838e+003	3.571281e-005	-8.146201e+001
3.483718492883318e-007	3.570808e+000	-7.875316e+003	3.569238e-005	-8.146109e+001
3.483736763234701e-007	3.570807e+000	-7.875795e+003	3.568013e-005	-8.146016e+001
3.483755033586083e-007	3.570806e+000	-7.876274e+003	3.567608e-005	-8.145919e+001
3.483773303937466e-007	3.570806e+000	-7.876752e+003	3.568022e-005	-8.145820e+001
3.483791574288848e-007	3.570805e+000	-7.877231e+003	3.569255e-005	-8.145719e+001
3.483809844640231e-007	3.570804e+000	-7.877709e+003	3.571307e-005	-8.145615e+001
3.486197059019749e-007	3.570714e+000	-7.940347e+003	3.570924e-005	-8.098632e+001
3.488584273399267e-007	3.570625e+000	-8.003105e+003	3.570615e-005	-8.021115e+001
3.490971487778785e-007	3.570537e+000	-8.065982e+003	3.570381e-005	-7.913066e+001
3.493358702158303e-007	3.570450e+000	-8.128979e+003	3.570222e-005	-7.774484e+001
3.495745916537821e-007	3.570364e+000	-8.192095e+003	3.570138e-005	-7.605368e+001
3.498133130917339e-007	3.570278e+000	-8.255331e+003	3.570129e-005	-7.405719e+001
3.500520345296857e-007	3.570194e+000	-8.318687e+003	3.570194e-005	-7.175537e+001
3.504259758031207e-007	3.570069e+000	-8.418532e+003	3.570072e-005	-6.712925e+001
3.511738583499906e-007	3.569834e+000	-8.619095e+003	3.569831e-005	-5.653868e+001
3.514057987413215e-007	3.569763e+000	-8.681551e+003	3.569851e-005	-5.289227e+001
3.514130468785506e-007	3.569761e+000	-8.683509e+003	3.569811e-005	-5.277045e+001
3.514221284188151e-007	3.569757e+000	-8.685964e+003	3.569938e-005	-5.261559e+001
3.514225395944705e-007	3.569757e+000	-8.686075e+003	3.569077e-005	-5.260858e+001
3.514233619457814e-007	3.569757e+000	-8.686298e+003	3.567338e-005	-5.259454e+001
3.514250066484031e-007	3.569756e+000	-8.686742e+003	3.568643e-005	-5.256646e+001
3.516141564428684e-007	3.569675e+000	-8.737994e+003	3.569247e-005	-4.923933e+001
3.518033062373337e-007	3.569600e+000	-8.789370e+003	3.569682e-005	-4.583841e+001
3.519924560317990e-007	3.569530e+000	-8.840870e+003	3.569947e-005	-4.236367e+001
3.521816058262644e-007	3.569466e+000	-8.892493e+003	3.570042e-005	-3.881512e+001
3.523707556207297e-007	3.569407e+000	-8.944240e+003	3.569967e-005	-3.519277e+001
3.525599054151950e-007	3.569354e+000	-8.996110e+003	3.569722e-005	-3.149661e+001
3.527490552096603e-007	3.569307e+000	-9.048104e+003	3.569308e-005	-2.772664e+001
3.530845301723941e-007	3.569230e+000	-9.140477e+003	3.569225e-005	-2.102068e+001
3.531926034293433e-007	3.569211e+000	-9.170353e+003	3.569172e-005	-1.881578e+001
3.532399703270591e-007	3.569203e+000	-9.183472e+003	3.569154e-005	-1.784261e+001
3.532857253132727e-007	3.569197e+000	-9.196154e+003	3.569181e-005	-1.690022e+001
3.533676287251718e-007	3.569186e+000	-9.218889e+003	3.569173e-005	-1.520693e+001
3.534495321370710e-007	3.569177e+000	-9.241648e+003	3.569167e-005	-1.351122e+001
3.535314355489701e-007	3.569168e+000	-9.264431e+003	3.569162e-005	-1.181308e+001
3.536133389608692e-007	3.569161e+000	-9.287239e+003	3.569159e-005	-1.011253e+001
3.536952423727683e-007	3.569155e+000	-9.310072e+003	3.569158e-005	-8.409545e+000
3.537771457846675e-007	3.569150e+000	-9.332929e+003	3.569159e-005	-6.704143e+000
3.538590491965666e-007	3.569146e+000	-9.355811e+003	3.569162e-005	-4.996318e+000
3.540034773272878e-007	3.569140e+000	-9.396193e+003	3.569140e-005	-1.988261e+000
3.540902655067244e-007	3.569139e+000	-9.420507e+003	3.569148e-005	-1.808155e-001
3.541192097016439e-007	3.569139e+000	-9.428623e+003	3.569185e-005	4.215906e-001
3.541340109324562e-007	3.569139e+000	-9.432775e+003	3.569106e-005	7.294926e-001
3.541483912548023e-007	3.569139e+000	-9.436811e+003	3.569014e-005	1.028528e+000
3.541771518994944e-007	3.569139e+000	-9.444886e+003	3.569077e-005	1.626257e+000
3.542346731888787e-007	3.569140e+000	-9.461044e+003	3.569201e-005	2.820501e+000
3.543107165992069e-007	3.569141e+000	-9.482430e+003	3.569185e-005	4.395678e+000
3.544628034198634e-007	3.569147e+000	-9.525288e+003	3.569150e-005	7.527080e+000
3.547669770611763e-007	3.569166e+000	-9.611297e+003	3.569163e-005	1.369732e+001
3.552314269370609e-007	3.569211e+000	-9.743320e+003	3.569219e-005	2.279275e+001
3.558883372176780e-007	3.569305e+000	-9.931442e+003	3.569308e-005	3.469559e+001
3.567621759623569e-007	3.569477e+000	-1.018403e+004	3.569479e-005	4.815128e+001
3.578700120248084e-007	3.569748e+000	-1.050765e+004	3.569747e-005	6.024043e+001
3.592063624399537e-007	3.570114e+000	-1.090130e+004	3.570112e-005	6.878790e+001
3.593878477003690e-007	3.570166e+000	-1.095508e+004	3.570165e-005	6.916617e+001
3.597508182211996e-007	3.570271e+000	-1.106311e+004	3.570271e-005	6.854349e+001
3.604767592628607e-007	3.570473e+000	-1.127962e+004	3.570472e-005	6.506902e+001
3.613705848923288e-007	3.570701e+000	-1.154680e+004	3.570700e-005	5.720824e+001
3.622997421550766e-007	3.570900e+000	-1.182499e+004	3.570896e-005	4.510130e+001
3.631889135075043e-007	3.571038e+000	-1.209136e+004	3.571032e-005	3.021621e+001
3.642886063533061e-007	3.571132e+000	-1.242070e+004	3.571129e-005	9.036751e+000
3.650509047616067e-007	3.571142e+000	-1.264881e+004	3.571143e-005	-6.527019e+000
3.658338210865331e-007	3.571090e+000	-1.288286e+004	3.571094e-005	-2.234054e+001
3.669082955028275e-007	3.570947e+000	-1.320384e+004	3.570948e-005	-4.258835e+001
3.675502620833594e-007	3.570831e+000	-1.339556e+004	3.570854e-005	-5.364721e+001
3.675905115614880e-007	3.570822e+000	-1.340758e+004	3.570861e-005	-5.426431e+001
3.676441775323262e-007	3.570810e+000	-1.342361e+004	3.570807e-005	-5.506333e+001
3.677515094740025e-007	3.570785e+000	-1.345567e+004	3.570749e-005	-5.661393e+001
3.679661733573551e-007	3.570733e+000	-1.351980e+004	3.570707e-005	-5.961152e+001
3.679812484752014e-007	3.570729e+000	-1.352430e+004	3.570391e-005	-5.981840e+001
3.679963235930477e-007	3.570725e+000	-1.352881e+004	3.570173e-005	-6.002311e+001
3.680113987108940e-007	3.570721e+000	-1.353331e+004	3.570052e-005	-6.022566e+001
3.680264738287404e-007	3.570718e+000	-1.353781e+004	3.570030e-005	-6.042605e+001
3.680415489465867e-007	3.570714e+000	-1.354232e+004	3.570106e-005	-6.062428e+001
3.680566240644330e-007	3.570710e+000	-1.354682e+004	3.570279e-005	-6.082034e+001
3.680716991822793e-007	3.570706e+000	-1.355133e+004	3.570551e-005	-6.101424e+001
3.682101474481435e-007	3.570670e+000	-1.359270e+004	3.570653e-005	-6.274002e+001
3.683711514078733e-007	3.570627e+000	-1.364083e+004	3.570639e-005	-6.461909e+001
3.686001764112737e-007	3.570564e+000	-1.370933e+004	3.570562e-005	-6.702499e+001
3.690132255540003e-007	3.570444e+000	-1.383298e+004	3.570439e-005	-7.055936e+001
3.696390187620517e-007	3.570254e+000	-1.402060e+004	3.570253e-005	-7.438916e+001
3.700931786615750e-007	3.570111e+000	-1.415700e+004	3.570109e-005	-7.601614e+001
3.704829227045700e-007	3.569985e+000	-1.427431e+004	3.570004e-005	-7.636739e+001
3.705544653803115e-007	3.569962e+000	-1.429588e+004	3.569961e-005	-7.631545e+001
3.705876820867680e-007	3.569951e+000	-1.430589e+004	3.310917e-005	-7.627905e+001
3.705876905001153e-007	3.569951e+000	-1.430589e+004	3.351644e-005	-7.627904e+001
