time	V(vpwrout)	V(vpztin)	I(Pwrout)	I(Pztin)
1.911778783649620e-006	3.562392e+000	-6.982845e+004	3.562278e-005	-9.870517e-001
1.911946619103770e-006	3.562392e+000	-6.983041e+004	3.562344e-005	-1.912405e-001
1.912170399709304e-006	3.562392e+000	-6.983281e+004	3.562373e-005	8.663858e-001
1.912617960920372e-006	3.562397e+000	-6.983698e+004	3.562391e-005	2.937271e+000
1.913513083342507e-006	3.562417e+000	-6.984319e+004	3.562419e-005	6.809651e+000
1.914656777615633e-006	3.562459e+000	-6.984716e+004	3.562461e-005	1.096814e+001
1.916042893777656e-006	3.562527e+000	-6.984576e+004	3.562527e-005	1.434864e+001
1.917514097771241e-006	3.562611e+000	-6.983639e+004	3.562610e-005	1.547353e+001
1.919128990159250e-006	3.562699e+000	-6.981618e+004	3.562697e-005	1.361626e+001
1.920832155441026e-006	3.562773e+000	-6.978440e+004	3.562773e-005	8.832811e+000
1.921988661612314e-006	3.562804e+000	-6.975642e+004	3.562808e-005	4.294994e+000
1.922703186115389e-006	3.562813e+000	-6.973577e+004	3.562814e-005	1.097008e+000
1.923468811488021e-006	3.562811e+000	-6.971080e+004	3.562809e-005	-2.403024e+000
1.924205364186749e-006	3.562799e+000	-6.968402e+004	3.562798e-005	-5.578403e+000
1.925403149146286e-006	3.562762e+000	-6.963570e+004	3.562763e-005	-1.008616e+001
1.926372095389647e-006	3.562723e+000	-6.959311e+004	3.562722e-005	-1.304288e+001
1.926833559276263e-006	3.562700e+000	-6.957141e+004	3.562688e-005	-1.411235e+001
1.927080631024142e-006	3.562687e+000	-6.955934e+004	3.562671e-005	-1.455866e+001
1.927154968441008e-006	3.562683e+000	-6.955564e+004	3.562701e-005	-1.467313e+001
1.927358424216600e-006	3.562672e+000	-6.954538e+004	3.562674e-005	-1.494110e+001
1.927561879992191e-006	3.562660e+000	-6.953492e+004	3.562651e-005	-1.514469e+001
1.927765335767783e-006	3.562649e+000	-6.952428e+004	3.562632e-005	-1.528393e+001
1.927968791543374e-006	3.562637e+000	-6.951344e+004	3.562618e-005	-1.535881e+001
1.928172247318966e-006	3.562625e+000	-6.950241e+004	3.562608e-005	-1.536932e+001
1.928375703094557e-006	3.562613e+000	-6.949119e+004	3.562602e-005	-1.531547e+001
1.928579158870149e-006	3.562602e+000	-6.947978e+004	3.562601e-005	-1.519726e+001
1.929482553367584e-006	3.562551e+000	-6.942757e+004	3.562554e-005	-1.413426e+001
1.930270417735998e-006	3.562510e+000	-6.938006e+004	3.562511e-005	-1.254530e+001
1.930724891397141e-006	3.562488e+000	-6.935166e+004	3.562497e-005	-1.130605e+001
1.930957240257847e-006	3.562478e+000	-6.933680e+004	3.562495e-005	-1.057278e+001
1.931035001755570e-006	3.562475e+000	-6.933179e+004	3.567711e-005	-1.031214e+001
1.931035343662417e-006	3.562475e+000	-6.933177e+004	3.563364e-005	-1.031096e+001
1.931203144543842e-006	3.562468e+000	-6.932079e+004	3.562876e-005	-9.711120e+000
1.931370945425267e-006	3.562462e+000	-6.930973e+004	3.562507e-005	-9.091976e+000
1.931538746306692e-006	3.562456e+000	-6.929858e+004	3.562255e-005	-8.453531e+000
1.931706547188117e-006	3.562450e+000	-6.928735e+004	3.562122e-005	-7.795786e+000
1.931874348069542e-006	3.562445e+000	-6.927602e+004	3.562107e-005	-7.118742e+000
1.932042148950966e-006	3.562440e+000	-6.926461e+004	3.562210e-005	-6.422397e+000
1.932209949832391e-006	3.562436e+000	-6.925310e+004	3.562432e-005	-5.706751e+000
1.932260867780953e-006	3.562435e+000	-6.924959e+004	3.562455e-005	-5.486092e+000
1.932315112546957e-006	3.562433e+000	-6.924583e+004	3.562402e-005	-5.249428e+000
1.932425045615016e-006	3.562431e+000	-6.923817e+004	3.562401e-005	-4.763267e+000
1.932534978683076e-006	3.562429e+000	-6.923047e+004	3.562402e-005	-4.272920e+000
1.932644911751135e-006	3.562427e+000	-6.922274e+004	3.562405e-005	-3.778389e+000
1.932754844819194e-006	3.562426e+000	-6.921497e+004	3.562409e-005	-3.279672e+000
1.932864777887253e-006	3.562424e+000	-6.920716e+004	3.562414e-005	-2.776771e+000
1.932974710955313e-006	3.562423e+000	-6.919932e+004	3.562421e-005	-2.269684e+000
1.933084644023372e-006	3.562422e+000	-6.919144e+004	3.562430e-005	-1.758413e+000
1.933159508329706e-006	3.562422e+000	-6.918605e+004	3.562442e-005	-1.409392e+000
1.933187378069340e-006	3.562422e+000	-6.918403e+004	3.562469e-005	-1.279095e+000
1.933221733658240e-006	3.562422e+000	-6.918155e+004	3.562442e-005	-1.118211e+000
1.933247743222851e-006	3.562421e+000	-6.917966e+004	3.562353e-005	-9.962875e-001
1.933412576843088e-006	3.562421e+000	-6.916765e+004	3.562429e-005	-2.210497e-001
1.933600958123360e-006	3.562421e+000	-6.915377e+004	3.562431e-005	6.667329e-001
1.933977720683902e-006	3.562425e+000	-6.912558e+004	3.562421e-005	2.427680e+000
1.934731245804987e-006	3.562439e+000	-6.906759e+004	3.562438e-005	5.799775e+000
1.935894952079477e-006	3.562478e+000	-6.897441e+004	3.562480e-005	1.039506e+001
1.937232437998723e-006	3.562543e+000	-6.886164e+004	3.562542e-005	1.427295e+001
1.938786195670029e-006	3.562633e+000	-6.872273e+004	3.562630e-005	1.632073e+001
1.940380081412787e-006	3.562727e+000	-6.857091e+004	3.562726e-005	1.534919e+001
1.942139122299099e-006	3.562814e+000	-6.839245e+004	3.562815e-005	1.107520e+001
1.943560916642962e-006	3.562863e+000	-6.824010e+004	3.562861e-005	5.797941e+000
1.944405910238234e-006	3.562878e+000	-6.814541e+004	3.562877e-005	2.088532e+000
1.945100284746827e-006	3.562879e+000	-6.806489e+004	3.562884e-005	-1.073563e+000
1.945837069462116e-006	3.562871e+000	-6.797688e+004	3.562877e-005	-4.280303e+000
1.946856286933955e-006	3.562846e+000	-6.785125e+004	3.562846e-005	-8.161107e+000
1.948087298862651e-006	3.562801e+000	-6.769455e+004	3.562798e-005	-1.178815e+001
1.949069396251610e-006	3.562755e+000	-6.756565e+004	3.562753e-005	-1.360060e+001
1.949877409064655e-006	3.562714e+000	-6.745670e+004	3.562713e-005	-1.413650e+001
1.950643296935692e-006	3.562674e+000	-6.735115e+004	3.562673e-005	-1.382420e+001
1.951311517213342e-006	3.562640e+000	-6.725733e+004	3.562636e-005	-1.291320e+001
1.951973003004753e-006	3.562611e+000	-6.716252e+004	3.562606e-005	-1.134249e+001
1.953295974587575e-006	3.562566e+000	-6.696861e+004	3.562566e-005	-6.934548e+000
1.954548276839012e-006	3.562542e+000	-6.678094e+004	3.562542e-005	-1.840495e+000
1.955348878107699e-006	3.562540e+000	-6.665831e+004	3.562539e-005	1.782035e+000
1.956091588595334e-006	3.562551e+000	-6.654223e+004	3.562551e-005	5.168468e+000
1.957211307504723e-006	3.562585e+000	-6.636373e+004	3.562586e-005	9.854092e+000
1.958463309606336e-006	3.562643e+000	-6.615931e+004	3.562643e-005	1.397434e+001
1.960044525836657e-006	3.562735e+000	-6.589365e+004	3.562737e-005	1.683220e+001
1.961752543442107e-006	3.562840e+000	-6.559720e+004	3.562842e-005	1.660129e+001
1.963609048702311e-006	3.562940e+000	-6.526365e+004	3.562940e-005	1.269666e+001
1.965207577365345e-006	3.563002e+000	-6.496735e+004	3.563004e-005	7.017500e+000
1.966129403268719e-006	3.563022e+000	-6.479206e+004	3.563026e-005	3.023643e+000
1.966756012653010e-006	3.563026e+000	-6.467050e+004	3.563028e-005	1.801462e-001
1.967588273160444e-006	3.563020e+000	-6.450645e+004	3.563019e-005	-3.459421e+000
1.968426864255691e-006	3.563004e+000	-6.433828e+004	3.563003e-005	-6.688459e+000
1.969707709562393e-006	3.562962e+000	-6.407628e+004	3.562963e-005	-1.043226e+001
1.971027305827410e-006	3.562907e+000	-6.380077e+004	3.562907e-005	-1.258552e+001
1.972215338744684e-006	3.562852e+000	-6.354743e+004	3.562849e-005	-1.264402e+001
1.973474840855255e-006	3.562799e+000	-6.327345e+004	3.562793e-005	-1.067398e+001
1.974837110424643e-006	3.562754e+000	-6.297195e+004	3.562749e-005	-6.690737e+000
1.975919847343784e-006	3.562733e+000	-6.272881e+004	3.562732e-005	-2.476411e+000
1.976659162610209e-006	3.562730e+000	-6.256068e+004	3.562729e-005	8.087850e-001
1.977549200953575e-006	3.562740e+000	-6.235601e+004	3.562739e-005	4.893552e+000
1.978535786234450e-006	3.562767e+000	-6.212643e+004	3.562767e-005	9.158492e+000
1.979866757796153e-006	3.562825e+000	-6.181233e+004	3.562825e-005	1.393203e+001
1.981303410656151e-006	3.562908e+000	-6.146744e+004	3.562907e-005	1.713283e+001
1.983070207134896e-006	3.563019e+000	-6.103443e+004	3.563020e-005	1.766616e+001
1.985037763486295e-006	3.563132e+000	-6.054116e+004	3.563136e-005	1.421850e+001
1.986840624504344e-006	3.563210e+000	-6.007947e+004	3.563215e-005	8.147615e+000
1.987829305552311e-006	3.563236e+000	-5.982178e+004	3.563239e-005	3.929725e+000
1.988488396524021e-006	3.563242e+000	-5.964764e+004	3.563242e-005	9.416057e-001
1.989241330742755e-006	3.563240e+000	-5.944668e+004	3.563240e-005	-2.370316e+000
1.989977139424786e-006	3.563229e+000	-5.924820e+004	3.563233e-005	-5.268990e+000
1.991172843252286e-006	3.563197e+000	-5.892176e+004	3.563200e-005	-9.003161e+000
1.992415506947380e-006	3.563151e+000	-5.857784e+004	3.563154e-005	-1.130780e+001
1.993873983479257e-006	3.563092e+000	-5.816804e+004	3.563094e-005	-1.155676e+001
1.995428297524038e-006	3.563034e+000	-5.772477e+004	3.563036e-005	-9.053254e+000
1.996957212752587e-006	3.562993e+000	-5.728311e+004	3.562994e-005	-4.355881e+000
1.997752441560371e-006	3.562983e+000	-5.705098e+004	3.562981e-005	-1.147287e+000
1.998561577601554e-006	3.562985e+000	-5.681289e+004	3.562983e-005	2.508604e+000
1.999330687613756e-006	3.562998e+000	-5.658502e+004	3.562998e-005	6.006588e+000
2.000551093717561e-006	3.563038e+000	-5.622066e+004	3.563042e-005	1.115168e+001
2.001814106622018e-006	3.563099e+000	-5.584006e+004	3.563103e-005	1.534535e+001
2.003463967230781e-006	3.563199e+000	-5.533723e+004	3.563201e-005	1.834250e+001
2.005172979210474e-006	3.563308e+000	-5.480902e+004	3.563309e-005	1.791606e+001
2.007449389056377e-006	3.563434e+000	-5.409464e+004	3.563436e-005	1.272230e+001
2.008975180837146e-006	3.563494e+000	-5.360902e+004	3.563497e-005	7.078544e+000
2.009852305885188e-006	3.563513e+000	-5.332653e+004	3.563520e-005	3.195105e+000
2.010464720391609e-006	3.563517e+000	-5.312759e+004	3.563524e-005	4.362560e-001
2.011259993970487e-006	3.563513e+000	-5.286747e+004	3.563515e-005	-2.952607e+000
2.012058939032180e-006	3.563499e+000	-5.260416e+004	3.563499e-005	-5.893517e+000
2.013305806341721e-006	3.563465e+000	-5.218961e+004	3.563465e-005	-9.279271e+000
2.014596124771208e-006	3.563419e+000	-5.175630e+004	3.563418e-005	-1.086444e+001
2.016342301112449e-006	3.563356e+000	-5.116355e+004	3.563354e-005	-9.690005e+000
2.018205579817408e-006	3.563303e+000	-5.052529e+004	3.563300e-005	-5.234355e+000
2.019186066883442e-006	3.563287e+000	-5.018691e+004	3.563282e-005	-1.635246e+000
2.019905608999074e-006	3.563287e+000	-4.993718e+004	3.563282e-005	1.516934e+000
2.020641567424647e-006	3.563296e+000	-4.968060e+004	3.563295e-005	4.875780e+000
2.021741872155359e-006	3.563326e+000	-4.929516e+004	3.563325e-005	9.708286e+000
2.022983418572295e-006	3.563380e+000	-4.885770e+004	3.563379e-005	1.433413e+001
2.024525460597128e-006	3.563470e+000	-4.831058e+004	3.563471e-005	1.812037e+001
2.026186220367555e-006	3.563578e+000	-4.771692e+004	3.563581e-005	1.932784e+001
2.027671482062641e-006	3.563674e+000	-4.718177e+004	3.563674e-005	1.764633e+001
2.028955084516241e-006	3.563746e+000	-4.671556e+004	3.563744e-005	1.414315e+001
2.030122900400782e-006	3.563795e+000	-4.628818e+004	3.563794e-005	9.686122e+000
2.031226149054124e-006	3.563824e+000	-4.588166e+004	3.563825e-005	4.862285e+000
2.032096231201291e-006	3.563834e+000	-4.555910e+004	3.563835e-005	9.551360e-001
2.032860162971967e-006	3.563833e+000	-4.527436e+004	3.563834e-005	-2.316216e+000
2.033610061536090e-006	3.563823e+000	-4.499341e+004	3.563825e-005	-5.133792e+000
2.034678311873388e-006	3.563797e+000	-4.459123e+004	3.563801e-005	-8.302044e+000
2.035666189303017e-006	3.563766e+000	-4.421749e+004	3.563768e-005	-1.010320e+001
2.036924925858597e-006	3.563721e+000	-4.373892e+004	3.563719e-005	-1.060600e+001
2.038147244516532e-006	3.563679e+000	-4.327197e+004	3.563676e-005	-9.179534e+000
2.039605038198904e-006	3.563642e+000	-4.271257e+004	3.563639e-005	-5.352821e+000
2.040713631885330e-006	3.563627e+000	-4.228559e+004	3.563622e-005	-1.261229e+000
2.041561310907790e-006	3.563627e+000	-4.195810e+004	3.563624e-005	2.417095e+000
2.042365142427327e-006	3.563640e+000	-4.164673e+004	3.563641e-005	6.051324e+000
2.043552733975604e-006	3.563678e+000	-4.118552e+004	3.563677e-005	1.113888e+001
2.044832932922952e-006	3.563738e+000	-4.068699e+004	3.563736e-005	1.570886e+001
2.046167334842320e-006	3.563818e+000	-4.016584e+004	3.563818e-005	1.892553e+001
2.047348742029147e-006	3.563897e+000	-3.970302e+004	3.563898e-005	2.003199e+001
2.048552690528689e-006	3.563977e+000	-3.922962e+004	3.563978e-005	1.916194e+001
2.050055496862859e-006	3.564066e+000	-3.863604e+004	3.564065e-005	1.566028e+001
2.051729255470439e-006	3.564142e+000	-3.797170e+004	3.564139e-005	9.678162e+000
2.052840100532950e-006	3.564173e+000	-3.752870e+004	3.564170e-005	4.907128e+000
2.053593230911933e-006	3.564183e+000	-3.722717e+004	3.564181e-005	1.514074e+000
2.054212531841150e-006	3.564184e+000	-3.697847e+004	3.564180e-005	-1.178375e+000
2.054860675960221e-006	3.564178e+000	-3.671743e+004	3.564173e-005	-3.717255e+000
2.055900253975331e-006	3.564158e+000	-3.629747e+004	3.564155e-005	-7.022094e+000
2.057085956945608e-006	3.564125e+000	-3.581694e+004	3.564123e-005	-9.363635e+000
2.058625198713160e-006	3.564074e+000	-3.519114e+004	3.564074e-005	-9.802545e+000
2.060369716604903e-006	3.564024e+000	-3.447993e+004	3.564026e-005	-7.065846e+000
2.062014040410352e-006	3.563995e+000	-3.380816e+004	3.563998e-005	-1.949116e+000
2.062897413434491e-006	3.563992e+000	-3.344678e+004	3.563993e-005	1.664252e+000
2.063777604652268e-006	3.564004e+000	-3.308646e+004	3.564003e-005	5.612445e+000
2.064872700522593e-006	3.564036e+000	-3.263810e+004	3.564035e-005	1.035733e+001
2.066180848929310e-006	3.564095e+000	-3.210243e+004	3.564095e-005	1.514313e+001
2.067697574880010e-006	3.564184e+000	-3.148110e+004	3.564183e-005	1.870982e+001
2.069423235053148e-006	3.564297e+000	-3.077347e+004	3.564296e-005	1.943085e+001
2.071523764932886e-006	3.564425e+000	-2.991086e+004	3.564425e-005	1.591352e+001
2.073316925152713e-006	3.564510e+000	-2.917334e+004	3.564512e-005	9.965454e+000
2.074350540140710e-006	3.564541e+000	-2.874763e+004	3.564547e-005	5.570455e+000
2.075107502874361e-006	3.564553e+000	-2.843553e+004	3.564557e-005	2.153307e+000
2.075745430999100e-006	3.564554e+000	-2.817227e+004	3.564555e-005	-6.296506e-001
2.076514522562771e-006	3.564548e+000	-2.785464e+004	3.564545e-005	-3.669995e+000
2.077456155665492e-006	3.564531e+000	-2.746544e+004	3.564528e-005	-6.688161e+000
2.078705120226300e-006	3.564497e+000	-2.694883e+004	3.564496e-005	-9.221499e+000
2.080136325632248e-006	3.564451e+000	-2.635662e+004	3.564451e-005	-9.740838e+000
2.081953822491505e-006	3.564398e+000	-2.560485e+004	3.564399e-005	-7.189097e+000
2.083176422621616e-006	3.564373e+000	-2.509981e+004	3.564375e-005	-3.688743e+000
2.083918068064446e-006	3.564366e+000	-2.479404e+004	3.564366e-005	-8.122855e-001
2.084743205811987e-006	3.564369e+000	-2.445449e+004	3.564365e-005	2.786756e+000
2.085552559363320e-006	3.564383e+000	-2.412210e+004	3.564377e-005	6.401225e+000
2.086792575276533e-006	3.564424e+000	-2.361399e+004	3.564420e-005	1.162143e+001
2.088073605616809e-006	3.564485e+000	-2.309037e+004	3.564484e-005	1.595537e+001
2.089720756656263e-006	3.564585e+000	-2.241880e+004	3.564585e-005	1.914325e+001
2.091431139725560e-006	3.564695e+000	-2.172326e+004	3.564695e-005	1.893324e+001
2.093782686044358e-006	3.564829e+000	-2.076946e+004	3.564827e-005	1.384385e+001
2.095262129151792e-006	3.564892e+000	-2.017078e+004	3.564887e-005	8.491032e+000
2.096173752119670e-006	3.564915e+000	-1.980256e+004	3.564909e-005	4.487887e+000
2.096877360818409e-006	3.564923e+000	-1.951869e+004	3.564919e-005	1.328102e+000
2.097588819281812e-006	3.564923e+000	-1.923190e+004	3.564928e-005	-1.721400e+000
2.098252819836553e-006	3.564915e+000	-1.896451e+004	3.564923e-005	-4.237176e+000
2.099390636110889e-006	3.564892e+000	-1.850695e+004	3.564895e-005	-7.617345e+000
2.100582442313062e-006	3.564857e+000	-1.802878e+004	3.564860e-005	-9.601365e+000
2.102225322458128e-006	3.564805e+000	-1.737213e+004	3.564807e-005	-9.416986e+000
2.104044789478904e-006	3.564754e+000	-1.664814e+004	3.564756e-005	-6.108634e+000
2.105035586183896e-006	3.564737e+000	-1.625569e+004	3.564740e-005	-2.947262e+000
2.105781021161808e-006	3.564733e+000	-1.596168e+004	3.564736e-005	7.939346e-002
2.106689046066774e-006	3.564740e+000	-1.560486e+004	3.564742e-005	4.079214e+000
2.107607573030561e-006	3.564761e+000	-1.524558e+004	3.564762e-005	8.101830e+000
2.108917622482656e-006	3.564811e+000	-1.473611e+004	3.564811e-005	1.325113e+001
2.110275298452591e-006	3.564882e+000	-1.421168e+004	3.564882e-005	1.713941e+001
2.111985705155525e-006	3.564988e+000	-1.355588e+004	3.564988e-005	1.915057e+001
2.113822346057833e-006	3.565102e+000	-1.285673e+004	3.565101e-005	1.759601e+001
2.115654865755366e-006	3.565199e+000	-1.216368e+004	3.565198e-005	1.266871e+001
2.117004246710242e-006	3.565249e+000	-1.165613e+004	3.565249e-005	7.404244e+000
2.117899791304800e-006	3.565269e+000	-1.132084e+004	3.565270e-005	3.431628e+000
2.118550826219802e-006	3.565273e+000	-1.107807e+004	3.565273e-005	5.312818e-001
2.119338992517323e-006	3.565270e+000	-1.078521e+004	3.565269e-005	-2.765812e+000
2.120129069274161e-006	3.565259e+000	-1.049284e+004	3.565259e-005	-5.595827e+000
2.121359878846463e-006	3.565228e+000	-1.003967e+004	3.565230e-005	-8.804332e+000
2.122649642092364e-006	3.565187e+000	-9.567997e+003	3.565188e-005	-1.025923e+001
2.124396846277051e-006	3.565132e+000	-8.934832e+003	3.565133e-005	-8.903803e+000
2.126408947610834e-006	3.565083e+000	-8.212352e+003	3.565086e-005	-3.993826e+000
2.127233273013214e-006	3.565074e+000	-7.919034e+003	3.565076e-005	-9.769939e-001
2.128063446557536e-006	3.565076e+000	-7.625948e+003	3.565077e-005	2.612769e+000
2.128861915454900e-006	3.565089e+000	-7.345942e+003	3.565089e-005	6.129105e+000
2.130078795376813e-006	3.565127e+000	-6.922449e+003	3.565126e-005	1.113685e+001
2.131350067228176e-006	3.565185e+000	-6.484062e+003	3.565184e-005	1.529430e+001
2.132981355134181e-006	3.565279e+000	-5.927465e+003	3.565279e-005	1.826441e+001
2.134686663079759e-006	3.565385e+000	-5.351429e+003	3.565386e-005	1.836684e+001
2.135978752905933e-006	3.565462e+000	-4.918784e+003	3.565462e-005	1.621160e+001
2.137006192812679e-006	3.565514e+000	-4.577214e+003	3.565514e-005	1.309647e+001
2.137990339005217e-006	3.565552e+000	-4.251968e+003	3.565552e-005	9.262636e+000
2.138969534898799e-006	3.565576e+000	-3.930146e+003	3.565576e-005	5.008379e+000
2.139996799617287e-006	3.565586e+000	-3.594302e+003	3.565584e-005	4.497105e-001
2.140850610660744e-006	3.565583e+000	-3.316587e+003	3.565583e-005	-3.131560e+000
2.141709737205085e-006	3.565570e+000	-3.038571e+003	3.565570e-005	-6.268855e+000
2.142630388531132e-006	3.565547e+000	-2.742181e+003	3.565547e-005	-8.902763e+000
2.143556033314451e-006	3.565516e+000	-2.445882e+003	3.565519e-005	-1.058957e+001
2.144595897532217e-006	3.565479e+000	-2.115220e+003	3.565481e-005	-1.115893e+001
2.145802892571339e-006	3.565436e+000	-1.734399e+003	3.565437e-005	-1.009341e+001
2.147142115350589e-006	3.565398e+000	-1.315680e+003	3.565398e-005	-7.019775e+000
2.148441209760651e-006	3.565375e+000	-9.132177e+002	3.565377e-005	-2.601894e+000
2.149180873137488e-006	3.565372e+000	-6.862401e+002	3.565376e-005	4.341385e-001
2.150185358149274e-006	3.565382e+000	-3.807825e+002	3.565384e-005	4.849049e+000
2.151111730534256e-006	3.565404e+000	-1.017224e+002	3.565403e-005	8.751709e+000
2.152496247195465e-006	3.565459e+000	3.108655e+002	3.565458e-005	1.371735e+001
2.153856824140652e-006	3.565529e+000	7.119454e+002	3.565525e-005	1.716471e+001
2.154977521538243e-006	3.565597e+000	1.038697e+003	3.565590e-005	1.842428e+001
2.156152004793152e-006	3.565669e+000	1.377740e+003	3.565666e-005	1.797615e+001
2.157301420762819e-006	3.565734e+000	1.706327e+003	3.565736e-005	1.582149e+001
2.158832177101930e-006	3.565803e+000	2.139566e+003	3.565806e-005	1.097314e+001
2.160172706103792e-006	3.565844e+000	2.515389e+003	3.565845e-005	5.588377e+000
2.161028476254108e-006	3.565858e+000	2.753236e+003	3.565855e-005	1.809763e+000
2.161720876616938e-006	3.565859e+000	2.944327e+003	3.565858e-005	-1.236998e+000
2.162403237452626e-006	3.565852e+000	3.131417e+003	3.565854e-005	-4.004709e+000
2.163452916537934e-006	3.565831e+000	3.417083e+003	3.565830e-005	-7.565332e+000
2.164655111783079e-006	3.565794e+000	3.741091e+003	3.565793e-005	-1.028555e+001
2.166198277247938e-006	3.565738e+000	4.152101e+003	3.565737e-005	-1.146444e+001
2.167504330625258e-006	3.565690e+000	4.495459e+003	3.565686e-005	-1.037368e+001
2.168591576042307e-006	3.565656e+000	4.777392e+003	3.565651e-005	-7.883070e+000
2.169607822609613e-006	3.565635e+000	5.037469e+003	3.565634e-005	-4.476156e+000
2.170582166425127e-006	3.565626e+000	5.283749e+003	3.565628e-005	-5.602525e-001
2.171452804234738e-006	3.565630e+000	5.501185e+003	3.565631e-005	3.215909e+000
2.172326302356483e-006	3.565646e+000	5.716545e+003	3.565647e-005	6.957782e+000
2.173550301057011e-006	3.565687e+000	6.014101e+003	3.565688e-005	1.161667e+001
2.174880224447078e-006	3.565748e+000	6.332117e+003	3.565749e-005	1.529323e+001
2.176528476633472e-006	3.565840e+000	6.718739e+003	3.565841e-005	1.716253e+001
2.178340423577817e-006	3.565943e+000	7.135775e+003	3.565943e-005	1.593545e+001
2.179555596273274e-006	3.566005e+000	7.410466e+003	3.566005e-005	1.308601e+001
2.180671197734091e-006	3.566047e+000	7.658651e+003	3.566050e-005	9.103163e+000
2.181789303053760e-006	3.566074e+000	7.904280e+003	3.566077e-005	4.406716e+000
2.182589612758737e-006	3.566083e+000	8.078123e+003	3.566084e-005	8.641261e-001
2.183369750462292e-006	3.566081e+000	8.245834e+003	3.566081e-005	-2.520967e+000
2.184138389710874e-006	3.566070e+000	8.409286e+003	3.566070e-005	-5.522534e+000
2.185329479756921e-006	3.566039e+000	8.659319e+003	3.566038e-005	-9.224986e+000
2.186604310212089e-006	3.565995e+000	8.922524e+003	3.565992e-005	-1.157206e+001
2.188153278053371e-006	3.565933e+000	9.236073e+003	3.565931e-005	-1.196180e+001
2.189441322972028e-006	3.565885e+000	9.491423e+003	3.565884e-005	-1.022507e+001
2.190554426885231e-006	3.565852e+000	9.707396e+003	3.565854e-005	-7.177649e+000
2.191673514547345e-006	3.565831e+000	9.920403e+003	3.565835e-005	-3.081800e+000
2.192440242647425e-006	3.565827e+000	1.006369e+004	3.565830e-005	1.196530e-001
2.193335376806967e-006	3.565834e+000	1.022795e+004	3.565839e-005	4.016937e+000
2.194239897436642e-006	3.565853e+000	1.039071e+004	3.565859e-005	7.754971e+000
2.195537085778051e-006	3.565899e+000	1.061883e+004	3.565900e-005	1.228006e+001
2.196892689306568e-006	3.565963e+000	1.085127e+004	3.565964e-005	1.549910e+001
2.198244021394852e-006	3.566037e+000	1.107710e+004	3.566039e-005	1.681353e+001
2.199240168503997e-006	3.566093e+000	1.123970e+004	3.566093e-005	1.634316e+001
2.200178884417075e-006	3.566143e+000	1.138971e+004	3.566143e-005	1.467616e+001
2.201129802018322e-006	3.566186e+000	1.153873e+004	3.566187e-005	1.196948e+001
2.202233941572961e-006	3.566223e+000	1.170834e+004	3.566225e-005	7.896364e+000
2.203341105218557e-006	3.566246e+000	1.187524e+004	3.566251e-005	3.229548e+000
2.204038700652014e-006	3.566251e+000	1.197844e+004	3.566257e-005	1.515971e-001
2.204879144691232e-006	3.566246e+000	1.210055e+004	3.566250e-005	-3.464677e+000
2.205728542070098e-006	3.566230e+000	1.222158e+004	3.566232e-005	-6.711564e+000
2.207005680319318e-006	3.566192e+000	1.239948e+004	3.566191e-005	-1.055537e+001
2.208112284371282e-006	3.566150e+000	1.254995e+004	3.566150e-005	-1.269829e+001
2.209009839940364e-006	3.566111e+000	1.266885e+004	3.566115e-005	-1.330780e+001
2.209939685782884e-006	3.566071e+000	1.278890e+004	3.566076e-005	-1.278306e+001
2.210925446042066e-006	3.566032e+000	1.291256e+004	3.566036e-005	-1.101730e+001
2.212201587677776e-006	3.565993e+000	1.306748e+004	3.565994e-005	-7.295189e+000
2.213428616983971e-006	3.565970e+000	1.321161e+004	3.565971e-005	-2.709389e+000
2.214115227077234e-006	3.565966e+000	1.328957e+004	3.565967e-005	1.840943e-001
2.214994103640914e-006	3.565974e+000	1.338616e+004	3.565974e-005	3.986705e+000
2.215883065095837e-006	3.565992e+000	1.348052e+004	3.565993e-005	7.570822e+000
2.217191470239487e-006	3.566037e+000	1.361373e+004	3.566035e-005	1.192123e+001
2.218538079763520e-006	3.566098e+000	1.374488e+004	3.566095e-005	1.495820e+001
2.219589582509850e-006	3.566153e+000	1.384260e+004	3.566150e-005	1.589636e+001
2.220674768004340e-006	3.566210e+000	1.393889e+004	3.566208e-005	1.529663e+001
2.221843659263523e-006	3.566266e+000	1.403777e+004	3.566264e-005	1.301349e+001
2.223300241480225e-006	3.566320e+000	1.415496e+004	3.566320e-005	8.419754e+000
2.224480278182714e-006	3.566347e+000	1.424549e+004	3.566352e-005	3.743792e+000
2.225199217655133e-006	3.566354e+000	1.429820e+004	3.566360e-005	6.085572e-001
2.226002469148172e-006	3.566351e+000	1.435478e+004	3.566353e-005	-2.905748e+000
2.226803599108726e-006	3.566338e+000	1.440884e+004	3.566336e-005	-6.130483e+000
2.228040212220251e-006	3.566302e+000	1.448797e+004	3.566301e-005	-1.021227e+001
2.229335183616135e-006	3.566251e+000	1.456577e+004	3.566250e-005	-1.305876e+001
2.230526284607610e-006	3.566197e+000	1.463244e+004	3.566197e-005	-1.408905e+001
2.231436914623066e-006	3.566154e+000	1.467984e+004	3.566154e-005	-1.366792e+001
2.232290108886015e-006	3.566117e+000	1.472114e+004	3.566116e-005	-1.227093e+001
2.233157298429454e-006	3.566085e+000	1.476013e+004	3.566085e-005	-1.001150e+001
2.234044790675462e-006	3.566061e+000	1.479660e+004	3.566061e-005	-6.969522e+000
