    0.00000E+00    0.49985E+00   -0.37377E-01   -0.47743E+01
    0.78125E-02    0.49942E+00   -0.74578E-01   -0.47518E+01
    0.15625E-01    0.49869E+00   -0.11158E+00   -0.47269E+01
    0.23438E-01    0.49767E+00   -0.14838E+00   -0.46996E+01
    0.31250E-01    0.49637E+00   -0.18494E+00   -0.46699E+01
    0.39062E-01    0.49478E+00   -0.22124E+00   -0.46378E+01
    0.46875E-01    0.49291E+00   -0.25728E+00   -0.46033E+01
    0.54688E-01    0.49076E+00   -0.29303E+00   -0.45665E+01
    0.62500E-01    0.48833E+00   -0.32848E+00   -0.45273E+01
    0.70312E-01    0.48563E+00   -0.36359E+00   -0.44858E+01
    0.78125E-01    0.48265E+00   -0.39837E+00   -0.44421E+01
    0.85938E-01    0.47940E+00   -0.43279E+00   -0.43961E+01
    0.93750E-01    0.47589E+00   -0.46682E+00   -0.43479E+01
    0.10156E+00    0.47211E+00   -0.50047E+00   -0.42974E+01
    0.10938E+00    0.46807E+00   -0.53370E+00   -0.42448E+01
    0.11719E+00    0.46377E+00   -0.56650E+00   -0.41900E+01
    0.12500E+00    0.45921E+00   -0.59886E+00   -0.41330E+01
    0.13281E+00    0.45441E+00   -0.63075E+00   -0.40739E+01
    0.14062E+00    0.44936E+00   -0.66217E+00   -0.40128E+01
    0.14844E+00    0.44406E+00   -0.69309E+00   -0.39496E+01
    0.15625E+00    0.43853E+00   -0.72349E+00   -0.38843E+01
    0.16406E+00    0.43276E+00   -0.75338E+00   -0.38171E+01
    0.17188E+00    0.42675E+00   -0.78272E+00   -0.37478E+01
    0.17969E+00    0.42052E+00   -0.81150E+00   -0.36766E+01
    0.18750E+00    0.41407E+00   -0.83971E+00   -0.36036E+01
    0.19531E+00    0.40740E+00   -0.86734E+00   -0.35286E+01
    0.20312E+00    0.40052E+00   -0.89436E+00   -0.34518E+01
    0.21094E+00    0.39343E+00   -0.92076E+00   -0.33732E+01
    0.21875E+00    0.38613E+00   -0.94654E+00   -0.32928E+01
    0.22656E+00    0.37863E+00   -0.97168E+00   -0.32107E+01
    0.23438E+00    0.37095E+00   -0.99616E+00   -0.31269E+01
    0.24219E+00    0.36307E+00   -0.10200E+01   -0.30414E+01
    0.25000E+00    0.35501E+00   -0.10431E+01   -0.29544E+01
    0.25781E+00    0.34677E+00   -0.10655E+01   -0.28658E+01
    0.26562E+00    0.33835E+00   -0.10873E+01   -0.27757E+01
    0.27344E+00    0.32978E+00   -0.11083E+01   -0.26842E+01
    0.28125E+00    0.32104E+00   -0.11286E+01   -0.25912E+01
    0.28906E+00    0.31214E+00   -0.11481E+01   -0.24969E+01
    0.29688E+00    0.30309E+00   -0.11669E+01   -0.24013E+01
    0.30469E+00    0.29390E+00   -0.11849E+01   -0.23044E+01
    0.31250E+00    0.28458E+00   -0.12022E+01   -0.22064E+01
    0.32031E+00    0.27512E+00   -0.12187E+01   -0.21072E+01
    0.32812E+00    0.26553E+00   -0.12344E+01   -0.20070E+01
    0.33594E+00    0.25583E+00   -0.12493E+01   -0.19058E+01
    0.34375E+00    0.24601E+00   -0.12635E+01   -0.18036E+01
    0.35156E+00    0.23608E+00   -0.12768E+01   -0.17006E+01
    0.35938E+00    0.22605E+00   -0.12893E+01   -0.15967E+01
    0.36719E+00    0.21593E+00   -0.13010E+01   -0.14921E+01
    0.37500E+00    0.20572E+00   -0.13118E+01   -0.13869E+01
    0.38281E+00    0.19543E+00   -0.13218E+01   -0.12810E+01
    0.39062E+00    0.18507E+00   -0.13310E+01   -0.11746E+01
    0.39844E+00    0.17463E+00   -0.13394E+01   -0.10678E+01
    0.40625E+00    0.16414E+00   -0.13469E+01   -0.96055E+00
    0.41406E+00    0.15358E+00   -0.13536E+01   -0.85302E+00
    0.42188E+00    0.14298E+00   -0.13594E+01   -0.74526E+00
    0.42969E+00    0.13234E+00   -0.13644E+01   -0.63734E+00
    0.43750E+00    0.12166E+00   -0.13685E+01   -0.52934E+00
    0.44531E+00    0.11095E+00   -0.13718E+01   -0.42134E+00
    0.45312E+00    0.10022E+00   -0.13743E+01   -0.31341E+00
    0.46094E+00    0.89477E-01   -0.13759E+01   -0.20562E+00
    0.46875E+00    0.78721E-01   -0.13767E+01   -0.98065E-01
    0.47656E+00    0.67963E-01   -0.13766E+01    0.91912E-02
    0.48438E+00    0.57209E-01   -0.13757E+01    0.11607E+00
    0.49219E+00    0.46465E-01   -0.13739E+01    0.22249E+00
    0.50000E+00    0.35738E-01   -0.13714E+01    0.32839E+00
    0.50781E+00    0.25034E-01   -0.13680E+01    0.43368E+00
    0.51562E+00    0.14360E-01   -0.13638E+01    0.53829E+00
    0.52344E+00    0.37217E-02   -0.13587E+01    0.64215E+00
    0.53125E+00   -0.68738E-02   -0.13529E+01    0.74519E+00
    0.53906E+00   -0.17421E-01   -0.13463E+01    0.84733E+00
    0.54688E+00   -0.27912E-01   -0.13388E+01    0.94850E+00
    0.55469E+00   -0.38343E-01   -0.13306E+01    0.10486E+01
    0.56250E+00   -0.48707E-01   -0.13216E+01    0.11477E+01
    0.57031E+00   -0.58997E-01   -0.13119E+01    0.12456E+01
    0.57812E+00   -0.69208E-01   -0.13014E+01    0.13422E+01
    0.58594E+00   -0.79334E-01   -0.12901E+01    0.14376E+01
    0.59375E+00   -0.89369E-01   -0.12781E+01    0.15316E+01
    0.60156E+00   -0.99308E-01   -0.12654E+01    0.16241E+01
    0.60938E+00   -0.10914E+00   -0.12520E+01    0.17153E+01
    0.61719E+00   -0.11887E+00   -0.12378E+01    0.18049E+01
    0.62500E+00   -0.12849E+00   -0.12230E+01    0.18929E+01
    0.63281E+00   -0.13799E+00   -0.12075E+01    0.19792E+01
    0.64062E+00   -0.14736E+00   -0.11914E+01    0.20639E+01
    0.64844E+00   -0.15660E+00   -0.11746E+01    0.21469E+01
    0.65625E+00   -0.16571E+00   -0.11571E+01    0.22281E+01
    0.66406E+00   -0.17469E+00   -0.11390E+01    0.23075E+01
    0.67188E+00   -0.18351E+00   -0.11204E+01    0.23851E+01
    0.67969E+00   -0.19219E+00   -0.11011E+01    0.24607E+01
    0.68750E+00   -0.20072E+00   -0.10813E+01    0.25344E+01
    0.69531E+00   -0.20909E+00   -0.10609E+01    0.26061E+01
    0.70312E+00   -0.21730E+00   -0.10399E+01    0.26759E+01
    0.71094E+00   -0.22534E+00   -0.10184E+01    0.27436E+01
    0.71875E+00   -0.23322E+00   -0.99644E+00    0.28093E+01
    0.72656E+00   -0.24091E+00   -0.97394E+00    0.28729E+01
    0.73438E+00   -0.24844E+00   -0.95097E+00    0.29344E+01
    0.74219E+00   -0.25578E+00   -0.92753E+00    0.29937E+01
    0.75000E+00   -0.26293E+00   -0.90364E+00    0.30509E+01
    0.75781E+00   -0.26990E+00   -0.87933E+00    0.31060E+01
    0.76562E+00   -0.27667E+00   -0.85459E+00    0.31589E+01
    0.77344E+00   -0.28325E+00   -0.82947E+00    0.32095E+01
    0.78125E+00   -0.28963E+00   -0.80396E+00    0.32580E+01
    0.78906E+00   -0.29582E+00   -0.77809E+00    0.33043E+01
    0.79688E+00   -0.30179E+00   -0.75188E+00    0.33483E+01
    0.80469E+00   -0.30757E+00   -0.72533E+00    0.33901E+01
    0.81250E+00   -0.31313E+00   -0.69848E+00    0.34296E+01
    0.82031E+00   -0.31848E+00   -0.67134E+00    0.34669E+01
    0.82812E+00   -0.32362E+00   -0.64392E+00    0.35020E+01
    0.83594E+00   -0.32854E+00   -0.61625E+00    0.35348E+01
    0.84375E+00   -0.33325E+00   -0.58834E+00    0.35653E+01
    0.85156E+00   -0.33774E+00   -0.56020E+00    0.35936E+01
    0.85938E+00   -0.34201E+00   -0.53186E+00    0.36197E+01
    0.86719E+00   -0.34605E+00   -0.50334E+00    0.36435E+01
    0.87500E+00   -0.34987E+00   -0.47464E+00    0.36651E+01
    0.88281E+00   -0.35347E+00   -0.44580E+00    0.36844E+01
    0.89062E+00   -0.35684E+00   -0.41682E+00    0.37015E+01
    0.89844E+00   -0.35998E+00   -0.38772E+00    0.37164E+01
    0.90625E+00   -0.36290E+00   -0.35853E+00    0.37291E+01
    0.91406E+00   -0.36558E+00   -0.32925E+00    0.37396E+01
    0.92188E+00   -0.36804E+00   -0.29991E+00    0.37479E+01
    0.92969E+00   -0.37027E+00   -0.27052E+00    0.37539E+01
    0.93750E+00   -0.37227E+00   -0.24110E+00    0.37579E+01
    0.94531E+00   -0.37404E+00   -0.21166E+00    0.37596E+01
    0.95312E+00   -0.37558E+00   -0.18223E+00    0.37592E+01
    0.96094E+00   -0.37689E+00   -0.15282E+00    0.37567E+01
    0.96875E+00   -0.37797E+00   -0.12345E+00    0.37520E+01
    0.97656E+00   -0.37882E+00   -0.94127E-01    0.37453E+01
    0.98438E+00   -0.37944E+00   -0.64875E-01    0.37364E+01
    0.99219E+00   -0.37983E+00   -0.35709E-01    0.37255E+01
    0.10000E+01   -0.38000E+00   -0.66444E-02    0.37125E+01
    0.10078E+01   -0.37993E+00    0.22302E-01    0.36974E+01
    0.10156E+01   -0.37965E+00    0.51115E-01    0.36804E+01
    0.10234E+01   -0.37914E+00    0.79779E-01    0.36613E+01
    0.10312E+01   -0.37840E+00    0.10828E+00    0.36402E+01
    0.10391E+01   -0.37744E+00    0.13660E+00    0.36171E+01
    0.10469E+01   -0.37627E+00    0.16472E+00    0.35921E+01
    0.10547E+01   -0.37487E+00    0.19263E+00    0.35652E+01
    0.10625E+01   -0.37326E+00    0.22031E+00    0.35363E+01
    0.10703E+01   -0.37143E+00    0.24776E+00    0.35056E+01
    0.10781E+01   -0.36938E+00    0.27495E+00    0.34729E+01
    0.10859E+01   -0.36713E+00    0.30187E+00    0.34384E+01
    0.10938E+01   -0.36467E+00    0.32850E+00    0.34021E+01
    0.11016E+01   -0.36200E+00    0.35484E+00    0.33640E+01
    0.11094E+01   -0.35912E+00    0.38086E+00    0.33241E+01
    0.11172E+01   -0.35604E+00    0.40656E+00    0.32824E+01
    0.11250E+01   -0.35277E+00    0.43192E+00    0.32390E+01
    0.11328E+01   -0.34929E+00    0.45692E+00    0.31939E+01
    0.11406E+01   -0.34563E+00    0.48156E+00    0.31471E+01
    0.11484E+01   -0.34177E+00    0.50582E+00    0.30986E+01
    0.11562E+01   -0.33772E+00    0.52968E+00    0.30486E+01
    0.11641E+01   -0.33349E+00    0.55314E+00    0.29969E+01
    0.11719E+01   -0.32908E+00    0.57619E+00    0.29436E+01
    0.11797E+01   -0.32449E+00    0.59880E+00    0.28888E+01
    0.11875E+01   -0.31972E+00    0.62098E+00    0.28325E+01
    0.11953E+01   -0.31478E+00    0.64270E+00    0.27748E+01
    0.12031E+01   -0.30968E+00    0.66396E+00    0.27155E+01
    0.12109E+01   -0.30441E+00    0.68474E+00    0.26549E+01
    0.12188E+01   -0.29898E+00    0.70504E+00    0.25929E+01
    0.12266E+01   -0.29339E+00    0.72485E+00    0.25296E+01
    0.12344E+01   -0.28765E+00    0.74414E+00    0.24649E+01
    0.12422E+01   -0.28176E+00    0.76292E+00    0.23990E+01
    0.12500E+01   -0.27573E+00    0.78118E+00    0.23319E+01
    0.12578E+01   -0.26955E+00    0.79890E+00    0.22636E+01
    0.12656E+01   -0.26324E+00    0.81608E+00    0.21941E+01
    0.12734E+01   -0.25680E+00    0.83270E+00    0.21235E+01
    0.12812E+01   -0.25023E+00    0.84876E+00    0.20519E+01
    0.12891E+01   -0.24354E+00    0.86426E+00    0.19792E+01
    0.12969E+01   -0.23672E+00    0.87918E+00    0.19056E+01
    0.13047E+01   -0.22980E+00    0.89351E+00    0.18310E+01
    0.13125E+01   -0.22276E+00    0.90725E+00    0.17556E+01
    0.13203E+01   -0.21562E+00    0.92040E+00    0.16793E+01
    0.13281E+01   -0.20838E+00    0.93294E+00    0.16023E+01
    0.13359E+01   -0.20104E+00    0.94488E+00    0.15244E+01
    0.13438E+01   -0.19361E+00    0.95620E+00    0.14459E+01
    0.13516E+01   -0.18610E+00    0.96690E+00    0.13668E+01
    0.13594E+01   -0.17850E+00    0.97697E+00    0.12871E+01
    0.13672E+01   -0.17083E+00    0.98642E+00    0.12068E+01
    0.13750E+01   -0.16309E+00    0.99523E+00    0.11260E+01
    0.13828E+01   -0.15528E+00    0.10034E+01    0.10448E+01
    0.13906E+01   -0.14741E+00    0.10110E+01    0.96325E+00
    0.13984E+01   -0.13948E+00    0.10179E+01    0.88134E+00
    0.14062E+01   -0.13150E+00    0.10241E+01    0.79916E+00
    0.14141E+01   -0.12347E+00    0.10297E+01    0.71675E+00
    0.14219E+01   -0.11541E+00    0.10347E+01    0.63418E+00
    0.14297E+01   -0.10730E+00    0.10390E+01    0.55149E+00
    0.14375E+01   -0.99171E-01    0.10427E+01    0.46875E+00
    0.14453E+01   -0.91011E-01    0.10457E+01    0.38601E+00
    0.14531E+01   -0.82830E-01    0.10481E+01    0.30332E+00
    0.14609E+01   -0.74632E-01    0.10498E+01    0.22074E+00
    0.14688E+01   -0.66424E-01    0.10509E+01    0.13832E+00
    0.14766E+01   -0.58210E-01    0.10513E+01    0.56120E-01
    0.14844E+01   -0.49995E-01    0.10511E+01   -0.25809E-01
    0.14922E+01   -0.41784E-01    0.10503E+01   -0.10741E+00
    0.15000E+01   -0.33582E-01    0.10488E+01   -0.18863E+00
    0.15078E+01   -0.25394E-01    0.10467E+01   -0.26942E+00
    0.15156E+01   -0.17225E-01    0.10439E+01   -0.34972E+00
    0.15234E+01   -0.90804E-02    0.10406E+01   -0.42948E+00
    0.15312E+01   -0.96408E-03    0.10366E+01   -0.50865E+00
    0.15391E+01    0.71187E-02    0.10320E+01   -0.58718E+00
    0.15469E+01    0.15163E-01    0.10268E+01   -0.66502E+00
    0.15547E+01    0.23165E-01    0.10210E+01   -0.74211E+00
    0.15625E+01    0.31118E-01    0.10146E+01   -0.81841E+00
    0.15703E+01    0.39020E-01    0.10076E+01   -0.89388E+00
    0.15781E+01    0.46864E-01    0.99998E+00   -0.96846E+00
    0.15859E+01    0.54647E-01    0.99182E+00   -0.10421E+01
    0.15938E+01    0.62363E-01    0.98309E+00   -0.11148E+01
    0.16016E+01    0.70010E-01    0.97380E+00   -0.11864E+01
    0.16094E+01    0.77581E-01    0.96396E+00   -0.12570E+01
    0.16172E+01    0.85074E-01    0.95357E+00   -0.13265E+01
    0.16250E+01    0.92483E-01    0.94265E+00   -0.13948E+01
    0.16328E+01    0.99805E-01    0.93120E+00   -0.14620E+01
    0.16406E+01    0.10704E+00    0.91924E+00   -0.15279E+01
    0.16484E+01    0.11417E+00    0.90677E+00   -0.15926E+01
    0.16562E+01    0.12121E+00    0.89381E+00   -0.16560E+01
    0.16641E+01    0.12814E+00    0.88035E+00   -0.17181E+01
    0.16719E+01    0.13496E+00    0.86643E+00   -0.17788E+01
    0.16797E+01    0.14168E+00    0.85204E+00   -0.18381E+01
    0.16875E+01    0.14828E+00    0.83719E+00   -0.18960E+01
    0.16953E+01    0.15476E+00    0.82191E+00   -0.19524E+01
    0.17031E+01    0.16112E+00    0.80619E+00   -0.20074E+01
    0.17109E+01    0.16736E+00    0.79005E+00   -0.20608E+01
    0.17188E+01    0.17347E+00    0.77351E+00   -0.21128E+01
    0.17266E+01    0.17945E+00    0.75658E+00   -0.21632E+01
