    0.00000E+00    0.49941E+00   -0.74577E-01   -0.47518E+01
    0.15625E-01    0.49767E+00   -0.14834E+00   -0.46996E+01
    0.31250E-01    0.49478E+00   -0.22112E+00   -0.46378E+01
    0.46875E-01    0.49076E+00   -0.29279E+00   -0.45665E+01
    0.62500E-01    0.48562E+00   -0.36319E+00   -0.44860E+01
    0.78125E-01    0.47940E+00   -0.43219E+00   -0.43964E+01
    0.93750E-01    0.47211E+00   -0.49964E+00   -0.42979E+01
    0.10938E+00    0.46378E+00   -0.56541E+00   -0.41906E+01
    0.12500E+00    0.45443E+00   -0.62936E+00   -0.40749E+01
    0.14062E+00    0.44410E+00   -0.69136E+00   -0.39508E+01
    0.15625E+00    0.43282E+00   -0.75129E+00   -0.38187E+01
    0.17188E+00    0.42061E+00   -0.80902E+00   -0.36787E+01
    0.18750E+00    0.40752E+00   -0.86443E+00   -0.35312E+01
    0.20312E+00    0.39359E+00   -0.91742E+00   -0.33763E+01
    0.21875E+00    0.37884E+00   -0.96786E+00   -0.32145E+01
    0.23438E+00    0.36332E+00   -0.10157E+01   -0.30460E+01
    0.25000E+00    0.34708E+00   -0.10607E+01   -0.28712E+01
    0.26562E+00    0.33016E+00   -0.11029E+01   -0.26905E+01
    0.28125E+00    0.31260E+00   -0.11422E+01   -0.25042E+01
    0.29688E+00    0.29444E+00   -0.11785E+01   -0.23128E+01
    0.31250E+00    0.27575E+00   -0.12117E+01   -0.21168E+01
    0.32812E+00    0.25656E+00   -0.12418E+01   -0.19166E+01
    0.34375E+00    0.23692E+00   -0.12687E+01   -0.17127E+01
    0.35938E+00    0.21689E+00   -0.12923E+01   -0.15057E+01
    0.37500E+00    0.19651E+00   -0.13126E+01   -0.12962E+01
    0.39062E+00    0.17584E+00   -0.13296E+01   -0.10845E+01
    0.40625E+00    0.15493E+00   -0.13433E+01   -0.87148E+00
    0.42188E+00    0.13384E+00   -0.13536E+01   -0.65757E+00
    0.43750E+00    0.11261E+00   -0.13606E+01   -0.44340E+00
    0.45312E+00    0.91294E-01   -0.13642E+01   -0.22958E+00
    0.46875E+00    0.69950E-01   -0.13644E+01   -0.16724E-01
    0.48438E+00    0.48629E-01   -0.13614E+01    0.19458E+00
    0.50000E+00    0.27382E-01   -0.13550E+01    0.40372E+00
    0.51562E+00    0.62592E-02   -0.13454E+01    0.61012E+00
